1.5	13.08	3.200	0.5
2.179	13.08	3.371	0.5
4.227	13.08	3.698	0.5
6.96	13.08	4.011	0.5
10.032	13.08	4.362	0.25
13.788	12.280	4.604	0.25
17.884	10.820	4.555	0.25
21.98	9.586	4.354	0.25
26.077	8.403	4.128	0.25
30.173	7.169	3.877	0.25
34.269	5.952	3.625	0.25
38.365	4.774	3.379	0.25
42.461	3.656	3.133	0.25
46.557	2.722	2.887	0.25
50.653	1.923	2.641	0.25
54.41	1.194	2.415	0.25
57.482	0.616	2.199	0.25
60.209	0.265	1.753	0.25
62.257	0.080	1.252	0.25
62.941	0	1.086	0.25
