
 PRINT U    NODAL SOLUTION PER NODE
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    2.7480      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
    7224  0.75033E-001 0.19367      0.52362E-002 0.20776     
    7225  0.76383E-001 0.19741      0.52066E-002 0.21173     
    7226  0.74288E-001 0.18173     -0.12637E-002 0.19634     
    7227  0.74077E-001 0.18340      0.26911E-003 0.19780     
    7228  0.73895E-001 0.18527      0.18549E-002 0.19947     
    7229  0.73800E-001 0.18748      0.34716E-002 0.20151     
    7230  0.75138E-001 0.19140      0.35908E-002 0.20565     
    7231  0.76512E-001 0.19501      0.34315E-002 0.20951     
    7232  0.77867E-001 0.19868      0.33305E-002 0.21342     
    7233  0.77997E-001 0.19618      0.14537E-002 0.21112     
    7234  0.78192E-001 0.19396     -0.38882E-003 0.20913     
    7235  0.76889E-001 0.19013     -0.49578E-003 0.20509     
    7236  0.75631E-001 0.18614     -0.80960E-003 0.20092     
    7237  0.75096E-001 0.18904      0.21270E-002 0.20342     
    7238  0.76524E-001 0.19227      0.16129E-002 0.20694     
    7239  0.75261E-001 0.18730      0.66549E-003 0.20185     
    7240  0.82195E-001 0.22993      0.15621E-001 0.24468     
    7241  0.82502E-001 0.22655      0.12809E-001 0.24144     
    7242  0.82349E-001 0.22825      0.14213E-001 0.24306     
    7243  0.68824E-001 0.18972      0.13521E-001 0.20227     
    7244  0.70035E-001 0.19352      0.13710E-001 0.20626     
    7245  0.71335E-001 0.19737      0.13917E-001 0.21033     
    7246  0.72643E-001 0.20127      0.14124E-001 0.21444     
    7247  0.73967E-001 0.20521      0.14333E-001 0.21861     
    7248  0.75307E-001 0.20921      0.14543E-001 0.22282     
    7249  0.76659E-001 0.21325      0.14754E-001 0.22709     
    7250  0.78025E-001 0.21734      0.14968E-001 0.23141     
    7251  0.79403E-001 0.22148      0.15184E-001 0.23578     
    7252  0.80793E-001 0.22568      0.15402E-001 0.24020     
    7253  0.69161E-001 0.18628      0.10858E-001 0.19901     
    7254  0.69012E-001 0.18799      0.12157E-001 0.20062     
    7255  0.70413E-001 0.19013      0.11050E-001 0.20305     
    7256  0.70246E-001 0.19183      0.12360E-001 0.20466     
    7257  0.71690E-001 0.19400      0.11241E-001 0.20713     
    7258  0.71526E-001 0.19569      0.12557E-001 0.20873     
    7259  0.72992E-001 0.19790      0.11432E-001 0.21124     
    7260  0.72830E-001 0.19959      0.12757E-001 0.21285     
    7261  0.74310E-001 0.20185      0.11623E-001 0.21540     
    7262  0.74149E-001 0.20354      0.12960E-001 0.21701     
    7263  0.75643E-001 0.20584      0.11816E-001 0.21961     
    7264  0.75484E-001 0.20753      0.13163E-001 0.22122     
    7265  0.76989E-001 0.20987      0.12011E-001 0.22387     
    7266  0.76832E-001 0.21157      0.13369E-001 0.22548     
    7267  0.78349E-001 0.21396      0.12207E-001 0.22818     
    7268  0.78192E-001 0.21566      0.13577E-001 0.22980     
    7269  0.79721E-001 0.21810      0.12406E-001 0.23254     
    7270  0.79566E-001 0.21980      0.13787E-001 0.23416     
    7271  0.81105E-001 0.22229      0.12606E-001 0.23696     
    7272  0.80951E-001 0.22399      0.13998E-001 0.23858     
    7273  0.97539E-001 0.28849      0.20303E-001 0.30521     
    7274  0.83326E-001 0.23557      0.17251E-001 0.25047     
    7275  0.84745E-001 0.23994      0.17506E-001 0.25507     
    7276  0.86177E-001 0.24437      0.17763E-001 0.25972     
    7277  0.87621E-001 0.24886      0.18025E-001 0.26445     
    7278  0.89075E-001 0.25344      0.18291E-001 0.26926     
    7279  0.90542E-001 0.25809      0.18560E-001 0.27414     
    7280  0.92014E-001 0.26289      0.18838E-001 0.27917     
    7281  0.93487E-001 0.26790      0.19127E-001 0.28439     
    7282  0.95033E-001 0.27228      0.19382E-001 0.28904     
    7283  0.96298E-001 0.28002      0.19819E-001 0.29678     
    7284  0.97767E-001 0.28074      0.19123E-001 0.29789     
    7285  0.83254E-001 0.23430      0.16528E-001 0.24920     
    7286  0.84675E-001 0.23866      0.16773E-001 0.25379     
    7287  0.86109E-001 0.24308      0.17021E-001 0.25844     
    7288  0.87555E-001 0.24756      0.17272E-001 0.26316     
    7289  0.89011E-001 0.25210      0.17527E-001 0.26793     
    7290  0.90478E-001 0.25671      0.17784E-001 0.27277     
    7291  0.91953E-001 0.26138      0.18045E-001 0.27767     
    7292  0.93436E-001 0.26612      0.18309E-001 0.28264     
    7293  0.94936E-001 0.27092      0.18575E-001 0.28767     
    7294  0.96336E-001 0.27587      0.18874E-001 0.29282     
    7295  0.97267E-001 0.27456      0.16632E-001 0.29175     
    7296  0.97756E-001 0.27852      0.18037E-001 0.29572     
    7297  0.97593E-001 0.27648      0.17184E-001 0.29370     
    7298  0.82495E-001 0.22934      0.14598E-001 0.24416     
    7299  0.83927E-001 0.23365      0.14802E-001 0.24871     
    7300  0.85371E-001 0.23801      0.15006E-001 0.25330     
    7301  0.86826E-001 0.24242      0.15211E-001 0.25795     
    7302  0.88291E-001 0.24687      0.15416E-001 0.26264     
    7303  0.89766E-001 0.25137      0.15622E-001 0.26738     
    7304  0.91248E-001 0.25592      0.15828E-001 0.27216     
    7305  0.92736E-001 0.26051      0.16033E-001 0.27699     
    7306  0.94224E-001 0.26514      0.16237E-001 0.28186     
    7307  0.95722E-001 0.26982      0.16436E-001 0.28677     
    7308  0.83153E-001 0.23264      0.15588E-001 0.24754     
    7309  0.82888E-001 0.23098      0.14965E-001 0.24586     
    7310  0.84575E-001 0.23698      0.15824E-001 0.25212     
    7311  0.84316E-001 0.23531      0.15183E-001 0.25042     
    7312  0.86010E-001 0.24138      0.16062E-001 0.25675     
    7313  0.85756E-001 0.23969      0.15403E-001 0.25503     
    7314  0.87456E-001 0.24584      0.16303E-001 0.26144     
    7315  0.87208E-001 0.24412      0.15623E-001 0.25970     
    7316  0.88913E-001 0.25035      0.16545E-001 0.26618     
    7317  0.88670E-001 0.24860      0.15845E-001 0.26441     
    7318  0.90380E-001 0.25492      0.16791E-001 0.27099     
    7319  0.90142E-001 0.25313      0.16068E-001 0.26918     
    7320  0.91855E-001 0.25955      0.17039E-001 0.27585     
    7321  0.91622E-001 0.25772      0.16293E-001 0.27401     
    7322  0.93340E-001 0.26423      0.17290E-001 0.28077     
    7323  0.93108E-001 0.26236      0.16519E-001 0.27888     
    7324  0.94819E-001 0.26898      0.17549E-001 0.28574     
    7325  0.94590E-001 0.26703      0.16744E-001 0.28378     
    7326  0.96262E-001 0.27375      0.17797E-001 0.29072     
    7327  0.96067E-001 0.27173      0.16966E-001 0.28871     
    7328  0.88505E-001 0.25551      0.21997E-001 0.27129     
    7329  0.96620E-001 0.27193      0.16309E-001 0.28905     
    7330  0.95793E-001 0.26956      0.16465E-001 0.28655     
    7331  0.94844E-001 0.26740      0.17013E-001 0.28423     
    7332  0.93833E-001 0.26537      0.17804E-001 0.28203     
    7333  0.92790E-001 0.26344      0.18727E-001 0.27993     
    7334  0.91732E-001 0.26154      0.19687E-001 0.27786     
    7335  0.90671E-001 0.25962      0.20588E-001 0.27577     
    7336  0.89598E-001 0.25764      0.21385E-001 0.27361     
    7337  0.71959E-001 0.20901      0.20490E-001 0.22200     
    7338  0.73502E-001 0.21334      0.20653E-001 0.22659     
    7339  0.75076E-001 0.21774      0.20809E-001 0.23126     
    7340  0.76678E-001 0.22222      0.20961E-001 0.23601     
    7341  0.78306E-001 0.22676      0.21110E-001 0.24083     
    7342  0.79958E-001 0.23138      0.21257E-001 0.24573     
    7343  0.81629E-001 0.23606      0.21402E-001 0.25069     
    7344  0.83316E-001 0.24081      0.21547E-001 0.25573     
    7345  0.85017E-001 0.24562      0.21692E-001 0.26082     
    7346  0.86740E-001 0.25051      0.21841E-001 0.26600     
    7347  0.81393E-001 0.23001      0.17095E-001 0.24458     
    7348  0.79839E-001 0.22416      0.15948E-001 0.23849     
    7349  0.78627E-001 0.22198      0.16725E-001 0.23609     
    7350  0.77429E-001 0.21992      0.17573E-001 0.23381     
    7351  0.81705E-001 0.22696      0.14435E-001 0.24165     
    7352  0.80726E-001 0.22461      0.14643E-001 0.23913     
    7353  0.79621E-001 0.22231      0.15111E-001 0.23662     
    7354  0.78431E-001 0.22007      0.15779E-001 0.23416     
    7355  0.77208E-001 0.21789      0.16557E-001 0.23176     
    7356  0.76014E-001 0.21586      0.17397E-001 0.22952     
    7357  0.74859E-001 0.21393      0.18250E-001 0.22738     
    7358  0.73766E-001 0.21209      0.19077E-001 0.22536     
    7359  0.72796E-001 0.21044      0.19828E-001 0.22356     
    7360  0.74321E-001 0.21474      0.20002E-001 0.22812     
    7361  0.75913E-001 0.21920      0.20163E-001 0.23284     
    7362  0.77567E-001 0.22379      0.20307E-001 0.23773     
    7363  0.79220E-001 0.22840      0.20454E-001 0.24261     
    7364  0.80899E-001 0.23308      0.20598E-001 0.24758     
    7365  0.82595E-001 0.23783      0.20745E-001 0.25262     
    7366  0.87797E-001 0.25251      0.21208E-001 0.26818     
    7367  0.86038E-001 0.24752      0.21048E-001 0.26289     
    7368  0.84305E-001 0.24263      0.20893E-001 0.25771     
    7369  0.83137E-001 0.23123      0.14624E-001 0.24616     
    7370  0.84576E-001 0.23553      0.14814E-001 0.25069     
    7371  0.86018E-001 0.23985      0.15002E-001 0.25525     
    7372  0.87465E-001 0.24420      0.15189E-001 0.25984     
    7373  0.88926E-001 0.24861      0.15375E-001 0.26448     
    7374  0.90405E-001 0.25308      0.15560E-001 0.26919     
    7375  0.91904E-001 0.25763      0.15747E-001 0.27398     
    7376  0.93428E-001 0.26226      0.15933E-001 0.27886     
    7377  0.94993E-001 0.26701      0.16120E-001 0.28387     
    7378  0.94098E-001 0.26451      0.16290E-001 0.28122     
    7379  0.93094E-001 0.26224      0.16842E-001 0.27878     
    7380  0.92044E-001 0.26014      0.17628E-001 0.27651     
    7381  0.88849E-001 0.25440      0.20403E-001 0.27024     
    7382  0.90967E-001 0.25815      0.18546E-001 0.27434     
    7383  0.89875E-001 0.25620      0.19505E-001 0.27220     
    7384  0.82155E-001 0.22884      0.14822E-001 0.24359     
    7385  0.81043E-001 0.22648      0.15285E-001 0.24103     
    7386  0.76296E-001 0.21803      0.18435E-001 0.23173     
    7387  0.75262E-001 0.21633      0.19259E-001 0.22986     
    7388  0.76836E-001 0.22074      0.19421E-001 0.23454     
    7389  0.78515E-001 0.22540      0.19551E-001 0.23949     
    7390  0.80219E-001 0.23011      0.19664E-001 0.24449     
    7391  0.81899E-001 0.23479      0.19796E-001 0.24945     
    7392  0.83608E-001 0.23956      0.19928E-001 0.25452     
    7393  0.85331E-001 0.24442      0.20080E-001 0.25966     
    7394  0.87073E-001 0.24935      0.20238E-001 0.26489     
    7395  0.88114E-001 0.25114      0.19329E-001 0.26685     
    7396  0.89192E-001 0.25302      0.18371E-001 0.26891     
    7397  0.90284E-001 0.25501      0.17457E-001 0.27108     
    7398  0.91379E-001 0.25718      0.16671E-001 0.27344     
    7399  0.92444E-001 0.25957      0.16115E-001 0.27601     
    7400  0.90873E-001 0.25487      0.15934E-001 0.27105     
    7401  0.89356E-001 0.25033      0.15760E-001 0.26627     
    7402  0.87879E-001 0.24592      0.15581E-001 0.26161     
    7403  0.86434E-001 0.24160      0.15396E-001 0.25706     
    7404  0.85010E-001 0.23734      0.15205E-001 0.25257     
    7405  0.83586E-001 0.23309      0.15012E-001 0.24808     
    7406  0.86373E-001 0.24618      0.19171E-001 0.26160     
    7407  0.84646E-001 0.24129      0.19021E-001 0.25641     
    7408  0.87440E-001 0.24798      0.18209E-001 0.26358     
    7409  0.88533E-001 0.24992      0.17285E-001 0.26570     
    7410  0.89670E-001 0.25216      0.16507E-001 0.26814     
    7411  0.88162E-001 0.24769      0.16326E-001 0.26342     
    7412  0.86672E-001 0.24329      0.16146E-001 0.25877     
    7413  0.85247E-001 0.23904      0.15938E-001 0.25429     
    7414  0.83858E-001 0.23487      0.15710E-001 0.24989     
    7415  0.82470E-001 0.23071      0.15486E-001 0.24549     
    7416  0.81242E-001 0.22826      0.16127E-001 0.24282     
    7417  0.80023E-001 0.22598      0.16875E-001 0.24032     
    7418  0.78832E-001 0.22395      0.17757E-001 0.23809     
    7419  0.77814E-001 0.22233      0.18611E-001 0.23629     
    7420  0.79503E-001 0.22703      0.18730E-001 0.24127     
    7421  0.81265E-001 0.23182      0.18763E-001 0.24636     
    7422  0.82954E-001 0.23651      0.18868E-001 0.25135     
    7423  0.82632E-001 0.23248      0.16417E-001 0.24727     
    7424  0.80261E-001 0.22805      0.17941E-001 0.24243     
    7425  0.82419E-001 0.23360      0.17701E-001 0.24834     
    7426  0.84059E-001 0.23833      0.17903E-001 0.25335     
    7427  0.85734E-001 0.24312      0.18064E-001 0.25842     
    7428  0.86919E-001 0.24524      0.17131E-001 0.26075     
    7429  0.85344E-001 0.24066      0.16959E-001 0.25591     
    7430  0.83934E-001 0.23647      0.16721E-001 0.25148     
    7431  0.86394E-001 0.24965      0.21486E-001 0.26505     
    7432  0.87705E-001 0.25371      0.22179E-001 0.26936     
    7433  0.87103E-001 0.25205      0.22191E-001 0.26760     
    7434  0.86702E-001 0.25075      0.21998E-001 0.26622     
    7435  0.70308E-001 0.20505      0.20483E-001 0.21773     
    7436  0.71807E-001 0.20920      0.20566E-001 0.22214     
    7437  0.73334E-001 0.21343      0.20656E-001 0.22662     
    7438  0.74887E-001 0.21773      0.20749E-001 0.23118     
    7439  0.76466E-001 0.22209      0.20845E-001 0.23581     
    7440  0.78068E-001 0.22653      0.20944E-001 0.24052     
    7441  0.79692E-001 0.23103      0.21045E-001 0.24529     
    7442  0.81338E-001 0.23558      0.21149E-001 0.25013     
    7443  0.83003E-001 0.24020      0.21254E-001 0.25502     
    7444  0.84687E-001 0.24487      0.21363E-001 0.25998     
    7445  0.71478E-001 0.20797      0.20775E-001 0.22089     
    7446  0.71080E-001 0.20714      0.20920E-001 0.21999     
    7447  0.70669E-001 0.20620      0.20847E-001 0.21897     
    7448  0.72983E-001 0.21222      0.20915E-001 0.22539     
    7449  0.72556E-001 0.21129      0.21039E-001 0.22439     
    7450  0.72154E-001 0.21032      0.20951E-001 0.22334     
    7451  0.74520E-001 0.21655      0.21057E-001 0.22998     
    7452  0.74069E-001 0.21553      0.21164E-001 0.22888     
    7453  0.73671E-001 0.21453      0.21060E-001 0.22780     
    7454  0.76092E-001 0.22095      0.21198E-001 0.23465     
    7455  0.75620E-001 0.21986      0.21289E-001 0.23348     
    7456  0.75221E-001 0.21882      0.21171E-001 0.23236     
    7457  0.77695E-001 0.22544      0.21337E-001 0.23940     
    7458  0.77204E-001 0.22428      0.21413E-001 0.23816     
    7459  0.76799E-001 0.22320      0.21281E-001 0.23700     
    7460  0.79321E-001 0.22999      0.21474E-001 0.24423     
    7461  0.78812E-001 0.22877      0.21536E-001 0.24292     
    7462  0.78401E-001 0.22765      0.21392E-001 0.24172     
    7463  0.80963E-001 0.23460      0.21608E-001 0.24912     
    7464  0.80436E-001 0.23330      0.21657E-001 0.24773     
    7465  0.80024E-001 0.23215      0.21503E-001 0.24649     
    7466  0.82614E-001 0.23927      0.21742E-001 0.25406     
    7467  0.82070E-001 0.23788      0.21778E-001 0.25258     
    7468  0.81662E-001 0.23669      0.21615E-001 0.25132     
    7469  0.84275E-001 0.24398      0.21878E-001 0.25905     
    7470  0.83712E-001 0.24249      0.21902E-001 0.25747     
    7471  0.83315E-001 0.24128      0.21730E-001 0.25618     
    7472  0.85958E-001 0.24877      0.22020E-001 0.26412     
    7473  0.85376E-001 0.24718      0.22037E-001 0.26243     
    7474  0.84988E-001 0.24593      0.21854E-001 0.26112     
    7475  0.85319E-001 0.25142      0.50272E-002 0.26555     
    7476  0.86231E-001 0.24873      0.20650E-001 0.26406     
    7477  0.86212E-001 0.24865      0.19244E-001 0.26388     
    7478  0.86154E-001 0.24915      0.17288E-001 0.26420     
    7479  0.85986E-001 0.24994      0.14871E-001 0.26473     
    7480  0.85729E-001 0.25071      0.12041E-001 0.26523     
    7481  0.85470E-001 0.25123      0.87958E-002 0.26552     
    7482  0.69434E-001 0.20946      0.38996E-002 0.22070     
    7483  0.70985E-001 0.21340      0.40057E-002 0.22493     
    7484  0.72535E-001 0.21740      0.41132E-002 0.22922     
    7485  0.74101E-001 0.22144      0.42213E-002 0.23354     
    7486  0.75675E-001 0.22553      0.43333E-002 0.23792     
    7487  0.77256E-001 0.22968      0.44475E-002 0.24236     
    7488  0.78841E-001 0.23390      0.45633E-002 0.24687     
    7489  0.80436E-001 0.23818      0.46799E-002 0.25144     
    7490  0.82041E-001 0.24254      0.47972E-002 0.25608     
    7491  0.83661E-001 0.24696      0.49135E-002 0.26079     
    7492  0.70400E-001 0.20488      0.19545E-001 0.21752     
    7493  0.70410E-001 0.20614      0.18052E-001 0.21858     
    7494  0.70158E-001 0.20762      0.15985E-001 0.21974     
    7495  0.69792E-001 0.20881      0.13500E-001 0.22058     
    7496  0.69463E-001 0.20953      0.10657E-001 0.22100     
    7497  0.69305E-001 0.20972      0.74664E-002 0.22100     
    7498  0.71875E-001 0.20896      0.19638E-001 0.22185     
    7499  0.71895E-001 0.21012      0.18151E-001 0.22282     
    7500  0.71664E-001 0.21159      0.16090E-001 0.22398     
    7501  0.71305E-001 0.21281      0.13612E-001 0.22485     
    7502  0.70978E-001 0.21353      0.10774E-001 0.22528     
    7503  0.70829E-001 0.21371      0.75846E-002 0.22527     
    7504  0.73380E-001 0.21313      0.19735E-001 0.22627     
    7505  0.73403E-001 0.21418      0.18255E-001 0.22714     
    7506  0.73192E-001 0.21559      0.16202E-001 0.22826     
    7507  0.72847E-001 0.21681      0.13729E-001 0.22913     
    7508  0.72522E-001 0.21755      0.10894E-001 0.22958     
    7509  0.72375E-001 0.21772      0.77045E-002 0.22956     
    7510  0.74911E-001 0.21736      0.19836E-001 0.23076     
    7511  0.74933E-001 0.21829      0.18362E-001 0.23152     
    7512  0.74744E-001 0.21963      0.16318E-001 0.23258     
    7513  0.74415E-001 0.22083      0.13851E-001 0.23344     
    7514  0.74095E-001 0.22158      0.11019E-001 0.23390     
    7515  0.73942E-001 0.22176      0.78273E-002 0.23389     
    7516  0.76466E-001 0.22166      0.19941E-001 0.23532     
    7517  0.76486E-001 0.22246      0.18474E-001 0.23597     
    7518  0.76317E-001 0.22371      0.16440E-001 0.23694     
    7519  0.76008E-001 0.22487      0.13978E-001 0.23778     
    7520  0.75694E-001 0.22562      0.11148E-001 0.23824     
    7521  0.75533E-001 0.22583      0.79537E-002 0.23826     
    7522  0.78043E-001 0.22601      0.20050E-001 0.23995     
    7523  0.78059E-001 0.22669      0.18590E-001 0.24047     
    7524  0.77911E-001 0.22783      0.16567E-001 0.24135     
    7525  0.77624E-001 0.22894      0.14111E-001 0.24215     
    7526  0.77317E-001 0.22970      0.11283E-001 0.24262     
    7527  0.77142E-001 0.22994      0.80843E-002 0.24267     
    7528  0.79643E-001 0.23044      0.20162E-001 0.24465     
    7529  0.79653E-001 0.23097      0.18711E-001 0.24503     
    7530  0.79524E-001 0.23199      0.16699E-001 0.24581     
    7531  0.79260E-001 0.23304      0.14251E-001 0.24656     
    7532  0.78961E-001 0.23381      0.11423E-001 0.24704     
    7533  0.78770E-001 0.23409      0.82190E-002 0.24713     
    7534  0.81263E-001 0.23493      0.20278E-001 0.24941     
    7535  0.81265E-001 0.23531      0.18837E-001 0.24966     
    7536  0.81155E-001 0.23620      0.16838E-001 0.25032     
    7537  0.80915E-001 0.23719      0.14396E-001 0.25102     
    7538  0.80624E-001 0.23795      0.11568E-001 0.25151     
    7539  0.80415E-001 0.23830      0.83575E-002 0.25164     
    7540  0.82902E-001 0.23948      0.20397E-001 0.25424     
    7541  0.82896E-001 0.23970      0.18967E-001 0.25434     
    7542  0.82804E-001 0.24046      0.16981E-001 0.25488     
    7543  0.82588E-001 0.24138      0.14547E-001 0.25553     
    7544  0.82307E-001 0.24215      0.11719E-001 0.25602     
    7545  0.82077E-001 0.24256      0.84995E-002 0.25621     
    7546  0.84558E-001 0.24408      0.20521E-001 0.25913     
    7547  0.84545E-001 0.24414      0.19101E-001 0.25907     
    7548  0.84471E-001 0.24477      0.17131E-001 0.25950     
    7549  0.84280E-001 0.24562      0.14705E-001 0.26009     
    7550  0.84010E-001 0.24639      0.11877E-001 0.26059     
    7551  0.83761E-001 0.24687      0.86451E-002 0.26084     
    7552  0.93989E-001 0.24578     -0.17006E-003 0.26314     
    7553  0.87320E-001 0.24901      0.25252E-002 0.26389     
    7554  0.78869E-001 0.20339     -0.98214E-003 0.21815     
    7555  0.80902E-001 0.20702     -0.91171E-003 0.22227     
    7556  0.82384E-001 0.21104     -0.81171E-003 0.22656     
    7557  0.83785E-001 0.21515     -0.73769E-003 0.23089     
    7558  0.85224E-001 0.21932     -0.65119E-003 0.23529     
    7559  0.86642E-001 0.22356     -0.57666E-003 0.23976     
    7560  0.88092E-001 0.22786     -0.49305E-003 0.24430     
    7561  0.89536E-001 0.23224     -0.41600E-003 0.24890     
    7562  0.91012E-001 0.23668     -0.33247E-003 0.25358     
    7563  0.92491E-001 0.24119     -0.25340E-003 0.25831     
    7564  0.71918E-001 0.20672      0.15041E-002 0.21888     
    7565  0.73494E-001 0.21061      0.16051E-002 0.22308     
    7566  0.75060E-001 0.21458      0.17026E-002 0.22734     
    7567  0.76597E-001 0.21863      0.18083E-002 0.23166     
    7568  0.78122E-001 0.22275      0.19109E-002 0.23606     
    7569  0.79638E-001 0.22695      0.20162E-002 0.24052     
    7570  0.81153E-001 0.23122      0.21192E-002 0.24506     
    7571  0.82669E-001 0.23557      0.22247E-002 0.24967     
    7572  0.84196E-001 0.23999      0.23268E-002 0.25434     
    7573  0.85733E-001 0.24448      0.24311E-002 0.25909     
    7574  0.10116      0.24901     -0.37720E-002 0.26880     
    7575  0.87546E-001 0.20603     -0.43828E-002 0.22390     
    7576  0.88858E-001 0.21017     -0.43271E-002 0.22822     
    7577  0.90142E-001 0.21421     -0.42789E-002 0.23244     
    7578  0.91400E-001 0.21828     -0.42320E-002 0.23668     
    7579  0.92709E-001 0.22245     -0.41827E-002 0.24103     
    7580  0.94062E-001 0.22670     -0.41267E-002 0.24547     
    7581  0.95445E-001 0.23103     -0.40683E-002 0.25000     
    7582  0.96859E-001 0.23543     -0.40038E-002 0.25461     
    7583  0.98294E-001 0.23991     -0.39354E-002 0.25929     
    7584  0.99741E-001 0.24445     -0.38591E-002 0.26404     
    7585  0.85406E-001 0.20441     -0.28908E-002 0.22156     
    7586  0.99807E-001 0.24776     -0.83228E-002 0.26723     
    7587  0.10105      0.24901     -0.59088E-002 0.26879     
    7588  0.10066      0.24858     -0.73800E-002 0.26829     
    7589  0.10019      0.24785     -0.83736E-002 0.26746     
    7590  0.99786E-001 0.24706     -0.89647E-002 0.26660     
    7591  0.99571E-001 0.24654     -0.91592E-002 0.26605     
    7592  0.99593E-001 0.24666     -0.89327E-002 0.26616     
    7593  0.85225E-001 0.20220     -0.91883E-002 0.21962     
    7594  0.86655E-001 0.20655     -0.90936E-002 0.22418     
    7595  0.88091E-001 0.21095     -0.89974E-002 0.22878     
    7596  0.89528E-001 0.21538     -0.89042E-002 0.23342     
    7597  0.90967E-001 0.21985     -0.88145E-002 0.23809     
    7598  0.92411E-001 0.22435     -0.87280E-002 0.24280     
    7599  0.93863E-001 0.22891     -0.86436E-002 0.24756     
    7600  0.95326E-001 0.23352     -0.85603E-002 0.25237     
    7601  0.96801E-001 0.23819     -0.84775E-002 0.25725     
    7602  0.98291E-001 0.24292     -0.83961E-002 0.26219     
    7603  0.87320E-001 0.20594     -0.64290E-002 0.22378     
    7604  0.86837E-001 0.20542     -0.78946E-002 0.22316     
    7605  0.86266E-001 0.20459     -0.89123E-002 0.22221     
    7606  0.85746E-001 0.20361     -0.95428E-002 0.22114     
    7607  0.85380E-001 0.20273     -0.98059E-002 0.22019     
    7608  0.85218E-001 0.20219     -0.96737E-002 0.21963     
    7609  0.88649E-001 0.21003     -0.63821E-002 0.22806     
    7610  0.88211E-001 0.20958     -0.78404E-002 0.22752     
    7611  0.87664E-001 0.20879     -0.88511E-002 0.22662     
    7612  0.87155E-001 0.20785     -0.94737E-002 0.22558     
    7613  0.86788E-001 0.20698     -0.97283E-002 0.22465     
    7614  0.86620E-001 0.20644     -0.95890E-002 0.22408     
    7615  0.89986E-001 0.21416     -0.63274E-002 0.23239     
    7616  0.89574E-001 0.21374     -0.77863E-002 0.23188     
    7617  0.89049E-001 0.21299     -0.87900E-002 0.23103     
    7618  0.88548E-001 0.21207     -0.94063E-002 0.23001     
    7619  0.88181E-001 0.21121     -0.96543E-002 0.22908     
    7620  0.88020E-001 0.21070     -0.95081E-002 0.22854     
    7621  0.91310E-001 0.21830     -0.62814E-002 0.23671     
    7622  0.90930E-001 0.21793     -0.77330E-002 0.23626     
    7623  0.90422E-001 0.21720     -0.87319E-002 0.23543     
    7624  0.89929E-001 0.21629     -0.93431E-002 0.23443     
    7625  0.89568E-001 0.21544     -0.95857E-002 0.23352     
    7626  0.89422E-001 0.21498     -0.94312E-002 0.23303     
    7627  0.92645E-001 0.22249     -0.62357E-002 0.24109     
    7628  0.92288E-001 0.22214     -0.76825E-002 0.24067     
    7629  0.91792E-001 0.22143     -0.86760E-002 0.23986     
    7630  0.91308E-001 0.22054     -0.92834E-002 0.23887     
    7631  0.90959E-001 0.21971     -0.95204E-002 0.23799     
    7632  0.90834E-001 0.21932     -0.93570E-002 0.23757     
    7633  0.94005E-001 0.22675     -0.61882E-002 0.24554     
    7634  0.93654E-001 0.22641     -0.76323E-002 0.24513     
    7635  0.93166E-001 0.22570     -0.86219E-002 0.24433     
    7636  0.92693E-001 0.22482     -0.92256E-002 0.24336     
    7637  0.92361E-001 0.22404     -0.94569E-002 0.24251     
    7638  0.92258E-001 0.22372     -0.92841E-002 0.24217     
    7639  0.95387E-001 0.23108     -0.61376E-002 0.25006     
    7640  0.95034E-001 0.23072     -0.75817E-002 0.24965     
    7641  0.94549E-001 0.23002     -0.85690E-002 0.24884     
    7642  0.94088E-001 0.22916     -0.91693E-002 0.24789     
    7643  0.93777E-001 0.22842     -0.93941E-002 0.24710     
    7644  0.93697E-001 0.22818     -0.92117E-002 0.24684     
    7645  0.96788E-001 0.23547     -0.60844E-002 0.25466     
    7646  0.96425E-001 0.23510     -0.75306E-002 0.25422     
    7647  0.95941E-001 0.23438     -0.85171E-002 0.25340     
    7648  0.95493E-001 0.23354     -0.91144E-002 0.25247     
    7649  0.95206E-001 0.23286     -0.93320E-002 0.25175     
    7650  0.95149E-001 0.23271     -0.91394E-002 0.25158     
    7651  0.98204E-001 0.23992     -0.60280E-002 0.25931     
    7652  0.97827E-001 0.23953     -0.74794E-002 0.25884     
    7653  0.97341E-001 0.23880     -0.84667E-002 0.25802     
    7654  0.96906E-001 0.23797     -0.90612E-002 0.25711     
    7655  0.96645E-001 0.23736     -0.92711E-002 0.25644     
    7656  0.96615E-001 0.23730     -0.90677E-002 0.25638     
    7657  0.99626E-001 0.24444     -0.59686E-002 0.26403     
    7658  0.99238E-001 0.24401     -0.74288E-002 0.26353     
    7659  0.98752E-001 0.24328     -0.84185E-002 0.26269     
    7660  0.98332E-001 0.24246     -0.90109E-002 0.26180     
    7661  0.98096E-001 0.24190     -0.92127E-002 0.26120     
    7662  0.98095E-001 0.24195     -0.89981E-002 0.26123     
    7663  0.10024      0.25388     -0.49031E-002 0.27300     
    7664  0.99957E-001 0.24908     -0.77140E-002 0.26850     
    7665  0.10010      0.25051     -0.69515E-002 0.26986     
