
 PRINT U    NODAL SOLUTION PER NODE
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=     1                                             
   TIME=    2.7480      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
    2967  0.20483E-001 0.24863E-001-0.48901E-002 0.32583E-001
    2968  0.19162E-001 0.23420E-001-0.51946E-002 0.30703E-001
    2969  0.17597E-001 0.21038E-001-0.54877E-002 0.27971E-001
    2970  0.16094E-001 0.17983E-001-0.57763E-002 0.24815E-001
    2971  0.14969E-001 0.14743E-001-0.60129E-002 0.21854E-001
    2972  0.13371E-001 0.11012E-001-0.59756E-002 0.18324E-001
    2973  0.13801E-001 0.11468E-001-0.60678E-002 0.18942E-001
    2974  0.19815E-001 0.23541E-001-0.39493E-002 0.31023E-001
    2975  0.20045E-001 0.23826E-001-0.43991E-002 0.31446E-001
    2976  0.19531E-001 0.23552E-001-0.47190E-002 0.30959E-001
    2977  0.18380E-001 0.22375E-001-0.49925E-002 0.29383E-001
    2978  0.16873E-001 0.20182E-001-0.52710E-002 0.26829E-001
    2979  0.15349E-001 0.17200E-001-0.55666E-002 0.23715E-001
    2980  0.14159E-001 0.13913E-001-0.58289E-002 0.20689E-001
    2981  0.20623E-001 0.24446E-001-0.39989E-002 0.32232E-001
    2982  0.20665E-001 0.24611E-001-0.44688E-002 0.32445E-001
    2983  0.20009E-001 0.24198E-001-0.48072E-002 0.31765E-001
    2984  0.18773E-001 0.22889E-001-0.50954E-002 0.30038E-001
    2985  0.17239E-001 0.20608E-001-0.53798E-002 0.27401E-001
    2986  0.15729E-001 0.17602E-001-0.56688E-002 0.24277E-001
    2987  0.14578E-001 0.14362E-001-0.59194E-002 0.21303E-001
    2988  0.13935E-001 0.89688E-002-0.49961E-002 0.17309E-001
    2989  0.13814E-001 0.99613E-002-0.61134E-002 0.18095E-001
    2990  0.13766E-001 0.85493E-002-0.59193E-002 0.17252E-001
    2991  0.13917E-001 0.83903E-002-0.55313E-002 0.17166E-001
    2992  0.13049E-001 0.79963E-002-0.48019E-002 0.16040E-001
    2993  0.13495E-001 0.84323E-002-0.48960E-002 0.16649E-001
    2994  0.12930E-001 0.90026E-002-0.58881E-002 0.16820E-001
    2995  0.12891E-001 0.76297E-002-0.56828E-002 0.16022E-001
    2996  0.13040E-001 0.74804E-002-0.53089E-002 0.15943E-001
    2997  0.13348E-001 0.93875E-002-0.59991E-002 0.17387E-001
    2998  0.13315E-001 0.79692E-002-0.58013E-002 0.16566E-001
    2999  0.13480E-001 0.78412E-002-0.54159E-002 0.16509E-001
    3000  0.12995E-001 0.12847E-001 0.14974E-002 0.18335E-001
    3001  0.13762E-001 0.92329E-002-0.44554E-002 0.17161E-001
    3002  0.13661E-001 0.91444E-002-0.39501E-002 0.16907E-001
    3003  0.13614E-001 0.89696E-002-0.34292E-002 0.16660E-001
    3004  0.13593E-001 0.88610E-002-0.28869E-002 0.16481E-001
    3005  0.13575E-001 0.89057E-002-0.23180E-002 0.16400E-001
    3006  0.13541E-001 0.91453E-002-0.17212E-002 0.16431E-001
    3007  0.13481E-001 0.95883E-002-0.10973E-002 0.16580E-001
    3008  0.13393E-001 0.10218E-001-0.45658E-003 0.16852E-001
    3009  0.13279E-001 0.11003E-001 0.19437E-003 0.17246E-001
    3010  0.13143E-001 0.11897E-001 0.85035E-003 0.17748E-001
    3011  0.12376E-001 0.10147E-001 0.12136E-002 0.16050E-001
    3012  0.12690E-001 0.11422E-001 0.13488E-002 0.17126E-001
    3013  0.12892E-001 0.81875E-002-0.43174E-002 0.15871E-001
    3014  0.12798E-001 0.80395E-002-0.38451E-002 0.15595E-001
    3015  0.12760E-001 0.77807E-002-0.33620E-002 0.15319E-001
    3016  0.12753E-001 0.75603E-002-0.28611E-002 0.15099E-001
    3017  0.12753E-001 0.74643E-002-0.23372E-002 0.14961E-001
    3018  0.12745E-001 0.75357E-002-0.17882E-002 0.14914E-001
    3019  0.12716E-001 0.77865E-002-0.12144E-002 0.14960E-001
    3020  0.12663E-001 0.82052E-002-0.62288E-003 0.15102E-001
    3021  0.12586E-001 0.87646E-002-0.17987E-004 0.15337E-001
    3022  0.12488E-001 0.94262E-002 0.59707E-003 0.15658E-001
    3023  0.13325E-001 0.86865E-002-0.43892E-002 0.16501E-001
    3024  0.13226E-001 0.85726E-002-0.38977E-002 0.16236E-001
    3025  0.13183E-001 0.83513E-002-0.33967E-002 0.15971E-001
    3026  0.13170E-001 0.81802E-002-0.28760E-002 0.15768E-001
    3027  0.13163E-001 0.81480E-002-0.23306E-002 0.15655E-001
    3028  0.13144E-001 0.82973E-002-0.17587E-002 0.15643E-001
    3029  0.13101E-001 0.86386E-002-0.11607E-002 0.15735E-001
    3030  0.13032E-001 0.91574E-002-0.54536E-003 0.15937E-001
    3031  0.12937E-001 0.98233E-002 0.81916E-004 0.16244E-001
    3032  0.12821E-001 0.10594E-001 0.71666E-003 0.16647E-001
    3033  0.12650E-001 0.14942E-001 0.30344E-002 0.19811E-001
    3034  0.12880E-001 0.13589E-001 0.20014E-002 0.18830E-001
    3035  0.12765E-001 0.14305E-001 0.25057E-002 0.19335E-001
    3036  0.12060E-001 0.11837E-001 0.27759E-002 0.17124E-001
    3037  0.12355E-001 0.13271E-001 0.28989E-002 0.18363E-001
    3038  0.12276E-001 0.10734E-001 0.17141E-002 0.16397E-001
    3039  0.12174E-001 0.11305E-001 0.22276E-002 0.16762E-001
    3040  0.12580E-001 0.12079E-001 0.18510E-002 0.17538E-001
    3041  0.12470E-001 0.12708E-001 0.23607E-002 0.17960E-001
    3042  0.14028E-001 0.41681E-001 0.48677E-002 0.44247E-001
    3043  0.95532E-002 0.26008E-001 0.38305E-002 0.27970E-001
    3044  0.10228E-001 0.28479E-001 0.40057E-002 0.30524E-001
    3045  0.10940E-001 0.31028E-001 0.41696E-002 0.33163E-001
    3046  0.11671E-001 0.33617E-001 0.43252E-002 0.35847E-001
    3047  0.12420E-001 0.36257E-001 0.44752E-002 0.38586E-001
    3048  0.13167E-001 0.38921E-001 0.46317E-002 0.41348E-001
    3049  0.12263E-001 0.33588E-001 0.44798E-002 0.36036E-001
    3050  0.55021E-002 0.18955E-001 0.37952E-002 0.20099E-001
    3051  0.65576E-002 0.21236E-001 0.39409E-002 0.22572E-001
    3052  0.76627E-002 0.23632E-001 0.40706E-002 0.25175E-001
    3053  0.87973E-002 0.26092E-001 0.41874E-002 0.27852E-001
    3054  0.99396E-002 0.28583E-001 0.42966E-002 0.30566E-001
    3055  0.11082E-001 0.31082E-001 0.43982E-002 0.33290E-001
    3056  0.10933E-001 0.29396E-001 0.34695E-002 0.31555E-001
    3057  0.11934E-001 0.32109E-001 0.39586E-002 0.34483E-001
    3058  0.11469E-001 0.30699E-001 0.36433E-002 0.32974E-001
    3059  0.43050E-002 0.16245E-001 0.32545E-002 0.17118E-001
    3060  0.53210E-002 0.18298E-001 0.33075E-002 0.19341E-001
    3061  0.63970E-002 0.20447E-001 0.33466E-002 0.21684E-001
    3062  0.75102E-002 0.22656E-001 0.33770E-002 0.24106E-001
    3063  0.86451E-002 0.24897E-001 0.34034E-002 0.26574E-001
    3064  0.97911E-002 0.27148E-001 0.34311E-002 0.29063E-001
    3065  0.51478E-002 0.18013E-001 0.35000E-002 0.19058E-001
    3066  0.47443E-002 0.17106E-001 0.33276E-002 0.18061E-001
    3067  0.62029E-002 0.20225E-001 0.35990E-002 0.21459E-001
    3068  0.57851E-002 0.19242E-001 0.33982E-002 0.20378E-001
    3069  0.73123E-002 0.22537E-001 0.36869E-002 0.23978E-001
    3070  0.68824E-002 0.21472E-001 0.34578E-002 0.22812E-001
    3071  0.84530E-002 0.24909E-001 0.37650E-002 0.26573E-001
    3072  0.80138E-002 0.23761E-001 0.35094E-002 0.25320E-001
    3073  0.96073E-002 0.27310E-001 0.38343E-002 0.29204E-001
    3074  0.91635E-002 0.26079E-001 0.35559E-002 0.27870E-001
    3075  0.10771E-001 0.29721E-001 0.38956E-002 0.31852E-001
    3076  0.10322E-001 0.28403E-001 0.36000E-002 0.30434E-001
    3077  0.31258E-002 0.19058E-001 0.75821E-002 0.20748E-001
    3078  0.10011E-001 0.27664E-001 0.34611E-002 0.29623E-001
    3079  0.89774E-002 0.26015E-001 0.36476E-002 0.27761E-001
    3080  0.79227E-002 0.24504E-001 0.39616E-002 0.26056E-001
    3081  0.69039E-002 0.23170E-001 0.43757E-002 0.24570E-001
    3082  0.59907E-002 0.22037E-001 0.48414E-002 0.23344E-001
    3083  0.52284E-002 0.21121E-001 0.53280E-002 0.22401E-001
    3084  0.46370E-002 0.20430E-001 0.58165E-002 0.21742E-001
    3085  0.42167E-002 0.19955E-001 0.62827E-002 0.21341E-001
    3086  0.39362E-002 0.19668E-001 0.67124E-002 0.21151E-001
    3087  0.37342E-002 0.19512E-001 0.70840E-002 0.21091E-001
    3088  0.35146E-002 0.19379E-001 0.73749E-002 0.21031E-001
    3089  0.10201E-002 0.12732E-001 0.66117E-002 0.14382E-001
    3090  0.13789E-002 0.13780E-001 0.67618E-002 0.15412E-001
    3091  0.17349E-002 0.14831E-001 0.69076E-002 0.16453E-001
    3092  0.20754E-002 0.15866E-001 0.70565E-002 0.17488E-001
    3093  0.24025E-002 0.16890E-001 0.72131E-002 0.18522E-001
    3094  0.27330E-002 0.17927E-001 0.73836E-002 0.19580E-001
    3095  0.15375E-002 0.13164E-001 0.55837E-002 0.14382E-001
    3096  0.53420E-002 0.19924E-001 0.42913E-002 0.21069E-001
    3097  0.45359E-002 0.18905E-001 0.47241E-002 0.20007E-001
    3098  0.30861E-002 0.17097E-001 0.60123E-002 0.18384E-001
    3099  0.48349E-002 0.17937E-001 0.36490E-002 0.18932E-001
    3100  0.58978E-002 0.19992E-001 0.36359E-002 0.21159E-001
    3101  0.69717E-002 0.22069E-001 0.36235E-002 0.23426E-001
    3102  0.30784E-002 0.18156E-001 0.71994E-002 0.19773E-001
    3103  0.12975E-002 0.12740E-001 0.63367E-002 0.14288E-001
    3104  0.26812E-002 0.17002E-001 0.70269E-002 0.18591E-001
    3105  0.16158E-002 0.13755E-001 0.65191E-002 0.15307E-001
    3106  0.19545E-002 0.14809E-001 0.66908E-002 0.16368E-001
    3107  0.23093E-002 0.15892E-001 0.68589E-002 0.17462E-001
    3108  0.89559E-002 0.25594E-001 0.34409E-002 0.27333E-001
    3109  0.78394E-002 0.23422E-001 0.34327E-002 0.24936E-001
    3110  0.67237E-002 0.21251E-001 0.34294E-002 0.22551E-001
    3111  0.56353E-002 0.19125E-001 0.34238E-002 0.20230E-001
    3112  0.45962E-002 0.17081E-001 0.34070E-002 0.18014E-001
    3113  0.36257E-002 0.15146E-001 0.33682E-002 0.15934E-001
    3114  0.80434E-002 0.24157E-001 0.36227E-002 0.25717E-001
    3115  0.32618E-002 0.18211E-001 0.69187E-002 0.19752E-001
    3116  0.70672E-002 0.22768E-001 0.39263E-002 0.24161E-001
    3117  0.34132E-002 0.18285E-001 0.65603E-002 0.19724E-001
    3118  0.61124E-002 0.21524E-001 0.43291E-002 0.22790E-001
    3119  0.36324E-002 0.18488E-001 0.61482E-002 0.19820E-001
    3120  0.52449E-002 0.20435E-001 0.47805E-002 0.21632E-001
    3121  0.39930E-002 0.18906E-001 0.57092E-002 0.20148E-001
    3122  0.45239E-002 0.19542E-001 0.52470E-002 0.20734E-001
    3123  0.12777E-002 0.12441E-001 0.60579E-002 0.13897E-001
    3124  0.29414E-002 0.14198E-001 0.36046E-002 0.14940E-001
    3125  0.23017E-002 0.13388E-001 0.39243E-002 0.14139E-001
    3126  0.11404E-002 0.12110E-001 0.57540E-002 0.13456E-001
    3127  0.17246E-002 0.12681E-001 0.42985E-002 0.13501E-001
    3128  0.10442E-002 0.11916E-001 0.54233E-002 0.13134E-001
    3129  0.13127E-002 0.12195E-001 0.46850E-002 0.13129E-001
    3130  0.10878E-002 0.11938E-001 0.50627E-002 0.13013E-001
    3131  0.38433E-002 0.15997E-001 0.36427E-002 0.16851E-001
    3132  0.31317E-002 0.15086E-001 0.39773E-002 0.15913E-001
    3133  0.25017E-002 0.14331E-001 0.43771E-002 0.15192E-001
    3134  0.19797E-002 0.13681E-001 0.47875E-002 0.14629E-001
    3135  0.16538E-002 0.13282E-001 0.52025E-002 0.14360E-001
    3136  0.15594E-002 0.13258E-001 0.59282E-002 0.14607E-001
    3137  0.16304E-002 0.13504E-001 0.62414E-002 0.14965E-001
    3138  0.20074E-002 0.14624E-001 0.64170E-002 0.16095E-001
    3139  0.24046E-002 0.15782E-001 0.65874E-002 0.17270E-001
    3140  0.28208E-002 0.16972E-001 0.67537E-002 0.18483E-001
    3141  0.29217E-002 0.16964E-001 0.64077E-002 0.18368E-001
    3142  0.33850E-002 0.17440E-001 0.55937E-002 0.18626E-001
    3143  0.38603E-002 0.18034E-001 0.51626E-002 0.19151E-001
    3144  0.61486E-002 0.20936E-001 0.39128E-002 0.22168E-001
    3145  0.51044E-002 0.18913E-001 0.39376E-002 0.19981E-001
    3146  0.40650E-002 0.16927E-001 0.39799E-002 0.17857E-001
    3147  0.33948E-002 0.16191E-001 0.44271E-002 0.17125E-001
    3148  0.26263E-002 0.15142E-001 0.48998E-002 0.16131E-001
    3149  0.22263E-002 0.14640E-001 0.53302E-002 0.15739E-001
    3150  0.20402E-002 0.14435E-001 0.57313E-002 0.15664E-001
    3151  0.19992E-002 0.14459E-001 0.60945E-002 0.15818E-001
    3152  0.24529E-002 0.15695E-001 0.62543E-002 0.17072E-001
    3153  0.25550E-002 0.15744E-001 0.58754E-002 0.16998E-001
    3154  0.27970E-002 0.16014E-001 0.54637E-002 0.17150E-001
    3155  0.32290E-002 0.16557E-001 0.50407E-002 0.17606E-001
    3156  0.38467E-002 0.17435E-001 0.46824E-002 0.18458E-001
    3157  0.46138E-002 0.18427E-001 0.42661E-002 0.19469E-001
    3158  0.39368E-002 0.21300E-001 0.74685E-002 0.22912E-001
    3159  0.28820E-002 0.18536E-001 0.77046E-002 0.20279E-001
    3160  0.30642E-002 0.18607E-001 0.77339E-002 0.20382E-001
    3161  0.35545E-002 0.19688E-001 0.76536E-002 0.21421E-001
    3162  0.20877E-002 0.15591E-001 0.67172E-002 0.17104E-001
    3163  0.23605E-002 0.16551E-001 0.68399E-002 0.18063E-001
    3164  0.26453E-002 0.17504E-001 0.69607E-002 0.19022E-001
    3165  0.29427E-002 0.18438E-001 0.70821E-002 0.19970E-001
    3166  0.32539E-002 0.19358E-001 0.72042E-002 0.20910E-001
    3167  0.35816E-002 0.20285E-001 0.73292E-002 0.21864E-001
    3168  0.75201E-003 0.12234E-001 0.68737E-002 0.14053E-001
    3169  0.95935E-003 0.12300E-001 0.69903E-002 0.14180E-001
    3170  0.15709E-002 0.13584E-001 0.69219E-002 0.15327E-001
    3171  0.12173E-002 0.13485E-001 0.69917E-002 0.15239E-001
    3172  0.14251E-002 0.13692E-001 0.70907E-002 0.15485E-001
    3173  0.19354E-002 0.14845E-001 0.70262E-002 0.16537E-001
    3174  0.16401E-002 0.14658E-001 0.71018E-002 0.16371E-001
    3175  0.18462E-002 0.14954E-001 0.71770E-002 0.16690E-001
    3176  0.22846E-002 0.16010E-001 0.71209E-002 0.17671E-001
    3177  0.19881E-002 0.15700E-001 0.72196E-002 0.17394E-001
    3178  0.21883E-002 0.15999E-001 0.72723E-002 0.17710E-001
    3179  0.26047E-002 0.17016E-001 0.72214E-002 0.18668E-001
    3180  0.22688E-002 0.16622E-001 0.73532E-002 0.18317E-001
    3181  0.24611E-002 0.16847E-001 0.73892E-002 0.18560E-001
    3182  0.29015E-002 0.17879E-001 0.73372E-002 0.19543E-001
    3183  0.25273E-002 0.17501E-001 0.75099E-002 0.19212E-001
    3184  0.27170E-002 0.17622E-001 0.75390E-002 0.19359E-001
    3185  0.32008E-002 0.18696E-001 0.74771E-002 0.20389E-001
    3186 -0.42400E-003 0.39643E-001 0.19360E-002 0.39692E-001
    3187  0.42513E-002 0.23111E-001 0.71319E-002 0.24557E-001
    3188  0.44653E-002 0.25272E-001 0.67013E-002 0.26524E-001
    3189  0.44565E-002 0.27721E-001 0.61782E-002 0.28749E-001
    3190  0.41647E-002 0.30308E-001 0.55645E-002 0.31095E-001
    3191  0.35541E-002 0.32903E-001 0.48531E-002 0.33448E-001
    3192  0.25967E-002 0.35382E-001 0.40266E-002 0.35705E-001
    3193  0.12787E-002 0.37636E-001 0.30594E-002 0.37782E-001
    3194  0.10558E-003 0.29938E-001 0.19092E-002 0.29999E-001
    3195 -0.82398E-004 0.31561E-001 0.19172E-002 0.31619E-001
    3196 -0.25742E-003 0.33192E-001 0.19226E-002 0.33248E-001
    3197 -0.38452E-003 0.34825E-001 0.19285E-002 0.34881E-001
    3198 -0.48087E-003 0.36471E-001 0.19318E-002 0.36525E-001
    3199 -0.52260E-003 0.38105E-001 0.19349E-002 0.38158E-001
    3200  0.25352E-002 0.18064E-001 0.63371E-002 0.19310E-001
    3201  0.27504E-002 0.20645E-001 0.59042E-002 0.21648E-001
    3202  0.26942E-002 0.23156E-001 0.54281E-002 0.23936E-001
    3203  0.23757E-002 0.25382E-001 0.49054E-002 0.25961E-001
    3204  0.18696E-002 0.27180E-001 0.43294E-002 0.27586E-001
    3205  0.12686E-002 0.28499E-001 0.36709E-002 0.28762E-001
    3206  0.66467E-003 0.29383E-001 0.28843E-002 0.29532E-001
    3207  0.27897E-002 0.18875E-001 0.64745E-002 0.20149E-001
    3208  0.29958E-002 0.21441E-001 0.60406E-002 0.22476E-001
    3209  0.29314E-002 0.23951E-001 0.55562E-002 0.24761E-001
    3210  0.26070E-002 0.26220E-001 0.50190E-002 0.26823E-001
    3211  0.20776E-002 0.28134E-001 0.44216E-002 0.28555E-001
    3212  0.14092E-002 0.29643E-001 0.37368E-002 0.29911E-001
    3213  0.67247E-003 0.30763E-001 0.29202E-002 0.30909E-001
    3214  0.30533E-002 0.19688E-001 0.66095E-002 0.20991E-001
    3215  0.32562E-002 0.22226E-001 0.61747E-002 0.23297E-001
    3216  0.31908E-002 0.24737E-001 0.56812E-002 0.25581E-001
    3217  0.28644E-002 0.27055E-001 0.51295E-002 0.27686E-001
    3218  0.23136E-002 0.29092E-001 0.45109E-002 0.29530E-001
    3219  0.15784E-002 0.30797E-001 0.37995E-002 0.31071E-001
    3220  0.70804E-003 0.32158E-001 0.29525E-002 0.32301E-001
    3221  0.33324E-002 0.20535E-001 0.67422E-002 0.21868E-001
    3222  0.35325E-002 0.23012E-001 0.63067E-002 0.24121E-001
    3223  0.34718E-002 0.25511E-001 0.58042E-002 0.26392E-001
    3224  0.31472E-002 0.27884E-001 0.52378E-002 0.28546E-001
    3225  0.25755E-002 0.30054E-001 0.45979E-002 0.30513E-001
    3226  0.17744E-002 0.31960E-001 0.38596E-002 0.32241E-001
    3227  0.77399E-003 0.33557E-001 0.29840E-002 0.33699E-001
    3228  0.36270E-002 0.21408E-001 0.68704E-002 0.22774E-001
    3229  0.38249E-002 0.23788E-001 0.64350E-002 0.24938E-001
    3230  0.37762E-002 0.26260E-001 0.59251E-002 0.27184E-001
    3231  0.34576E-002 0.28699E-001 0.53441E-002 0.29397E-001
    3232  0.28665E-002 0.31013E-001 0.46820E-002 0.31495E-001
    3233  0.20024E-002 0.33122E-001 0.39163E-002 0.33413E-001
    3234  0.87476E-003 0.34962E-001 0.30129E-002 0.35102E-001
    3235  0.39324E-002 0.22266E-001 0.69963E-002 0.23668E-001
    3236  0.41351E-002 0.24519E-001 0.65627E-002 0.25717E-001
    3237  0.41067E-002 0.26972E-001 0.60469E-002 0.27945E-001
    3238  0.38001E-002 0.29489E-001 0.54505E-002 0.30229E-001
    3239  0.31951E-002 0.31953E-001 0.47649E-002 0.32464E-001
    3240  0.22761E-002 0.34263E-001 0.39700E-002 0.34568E-001
    3241  0.10346E-002 0.36339E-001 0.30371E-002 0.36480E-001
    3242  0.10848E-001 0.34677E-001-0.99087E-003 0.36348E-001
    3243  0.92417E-003 0.38522E-001 0.51248E-003 0.38537E-001
    3244  0.80132E-002 0.26428E-001-0.90446E-003 0.27631E-001
    3245  0.83612E-002 0.27742E-001-0.94025E-003 0.28990E-001
    3246  0.89376E-002 0.29035E-001-0.95567E-003 0.30394E-001
    3247  0.94349E-002 0.30382E-001-0.96581E-003 0.31828E-001
    3248  0.99794E-002 0.31754E-001-0.97823E-003 0.33299E-001
    3249  0.10420E-001 0.33178E-001-0.98013E-003 0.34790E-001
    3250  0.84018E-003 0.29122E-001 0.99217E-003 0.29151E-001
    3251  0.37523E-002 0.27720E-001 0.88884E-005 0.27973E-001
    3252  0.15342E-002 0.30245E-001 0.55822E-003 0.30289E-001
    3253  0.93346E-003 0.36869E-001 0.53913E-003 0.36885E-001
    3254  0.13741E-002 0.31887E-001 0.53089E-003 0.31921E-001
    3255  0.11932E-002 0.35113E-001 0.51409E-003 0.35137E-001
    3256  0.12637E-002 0.33503E-001 0.52655E-003 0.33531E-001
    3257  0.29299E-001 0.34333E-001-0.35691E-002 0.45276E-001
    3258  0.24389E-001 0.33326E-001-0.23855E-002 0.41366E-001
    3259  0.22170E-001 0.26299E-001-0.33680E-002 0.34561E-001
    3260  0.23363E-001 0.27548E-001-0.34043E-002 0.36281E-001
    3261  0.24585E-001 0.28848E-001-0.34341E-002 0.38058E-001
    3262  0.25871E-001 0.30238E-001-0.34685E-002 0.39946E-001
    3263  0.27156E-001 0.31615E-001-0.35001E-002 0.41823E-001
    3264  0.28321E-001 0.32989E-001-0.35350E-002 0.43621E-001
    3265  0.14670E-001 0.28102E-001-0.17255E-002 0.31748E-001
    3266  0.14207E-001 0.25655E-001-0.18712E-002 0.29386E-001
    3267  0.19707E-001 0.25702E-001-0.26731E-002 0.32498E-001
    3268  0.15285E-001 0.26824E-001-0.18950E-002 0.30932E-001
    3269  0.23212E-001 0.31909E-001-0.23649E-002 0.39529E-001
    3270  0.21918E-001 0.30466E-001-0.23392E-002 0.37604E-001
    3271  0.20546E-001 0.28909E-001-0.23507E-002 0.35545E-001
    3272  0.21647E-001 0.27469E-001-0.27183E-002 0.35079E-001
    3273  0.17980E-001 0.18188E-001-0.68444E-002 0.26475E-001
    3274  0.27433E-001 0.33518E-001-0.45668E-002 0.43553E-001
    3275  0.25530E-001 0.32179E-001-0.53077E-002 0.41418E-001
    3276  0.23495E-001 0.30079E-001-0.58617E-002 0.38615E-001
    3277  0.21515E-001 0.27238E-001-0.62894E-002 0.35276E-001
    3278  0.19816E-001 0.23927E-001-0.66125E-002 0.31763E-001
    3279  0.18638E-001 0.20664E-001-0.68041E-002 0.28648E-001
    3280  0.14789E-001 0.12819E-001-0.62794E-002 0.20554E-001
    3281  0.15333E-001 0.13685E-001-0.63740E-002 0.21518E-001
    3282  0.15874E-001 0.14556E-001-0.64662E-002 0.22487E-001
    3283  0.16403E-001 0.15426E-001-0.65585E-002 0.23453E-001
    3284  0.16923E-001 0.16299E-001-0.66508E-002 0.24419E-001
    3285  0.17440E-001 0.17197E-001-0.67446E-002 0.25404E-001
    3286  0.22357E-001 0.26484E-001-0.41225E-002 0.34904E-001
    3287  0.23274E-001 0.27625E-001-0.42116E-002 0.36367E-001
    3288  0.26804E-001 0.32429E-001-0.45026E-002 0.42313E-001
    3289  0.24217E-001 0.28821E-001-0.42915E-002 0.37889E-001
    3290  0.26032E-001 0.31255E-001-0.44336E-002 0.40917E-001
    3291  0.25151E-001 0.30043E-001-0.43646E-002 0.39423E-001
    3292  0.15453E-001 0.15436E-001-0.61528E-002 0.22692E-001
    3293  0.15954E-001 0.16189E-001-0.62712E-002 0.23578E-001
    3294  0.16474E-001 0.16997E-001-0.63849E-002 0.24517E-001
    3295  0.17024E-001 0.17916E-001-0.64927E-002 0.25552E-001
    3296  0.18125E-001 0.19820E-001-0.66917E-002 0.27679E-001
    3297  0.17589E-001 0.18904E-001-0.65911E-002 0.26649E-001
    3298  0.21970E-001 0.26370E-001-0.46561E-002 0.34638E-001
    3299  0.21022E-001 0.25650E-001-0.50276E-002 0.33543E-001
    3300  0.19625E-001 0.24084E-001-0.53454E-002 0.31524E-001
    3301  0.18040E-001 0.21645E-001-0.56443E-002 0.28737E-001
    3302  0.16556E-001 0.18605E-001-0.59272E-002 0.25600E-001
    3303  0.25041E-001 0.31238E-001-0.52029E-002 0.40372E-001
    3304  0.23033E-001 0.29224E-001-0.57393E-002 0.37649E-001
    3305  0.21020E-001 0.26390E-001-0.61487E-002 0.34294E-001
    3306  0.19349E-001 0.23177E-001-0.64785E-002 0.30879E-001
    3307  0.17033E-001 0.19290E-001-0.60584E-002 0.26437E-001
    3308  0.17513E-001 0.19992E-001-0.61840E-002 0.27288E-001
    3309  0.18118E-001 0.21002E-001-0.62914E-002 0.28442E-001
    3310  0.18784E-001 0.22197E-001-0.63836E-002 0.29771E-001
    3311  0.20568E-001 0.25637E-001-0.60097E-002 0.33413E-001
    3312  0.22680E-001 0.28529E-001-0.56086E-002 0.36875E-001
    3313  0.24523E-001 0.30305E-001-0.51033E-002 0.39316E-001
    3314  0.23974E-001 0.29359E-001-0.49875E-002 0.38231E-001
    3315  0.23337E-001 0.28365E-001-0.48789E-002 0.37054E-001
    3316  0.22666E-001 0.27361E-001-0.47653E-002 0.35848E-001
    3317  0.21554E-001 0.26464E-001-0.51558E-002 0.34518E-001
    3318  0.20083E-001 0.24774E-001-0.54826E-002 0.32360E-001
    3319  0.18493E-001 0.22301E-001-0.57823E-002 0.29543E-001
    3320  0.22445E-001 0.27989E-001-0.54411E-002 0.36287E-001
    3321  0.22067E-001 0.27282E-001-0.52815E-002 0.35484E-001
    3322  0.20508E-001 0.25440E-001-0.56126E-002 0.33155E-001
    3323  0.18898E-001 0.22888E-001-0.59184E-002 0.30266E-001
    3324  0.19329E-001 0.23547E-001-0.60306E-002 0.31056E-001
    3325  0.20873E-001 0.26038E-001-0.57339E-002 0.33861E-001
    3326  0.17710E-001 0.15780E-001-0.58003E-002 0.24420E-001
    3327  0.17633E-001 0.16638E-001-0.67401E-002 0.25163E-001
    3328  0.17558E-001 0.15501E-001-0.65405E-002 0.24318E-001
    3329  0.17660E-001 0.15292E-001-0.62171E-002 0.24174E-001
    3330  0.14458E-001 0.98404E-002-0.51201E-002 0.18223E-001
    3331  0.14974E-001 0.10793E-001-0.52221E-002 0.19183E-001
    3332  0.15500E-001 0.11758E-001-0.53208E-002 0.20170E-001
    3333  0.16040E-001 0.12719E-001-0.54234E-002 0.21177E-001
    3334  0.16592E-001 0.13685E-001-0.55336E-002 0.22207E-001
    3335  0.17153E-001 0.14680E-001-0.56563E-002 0.23275E-001
    3336  0.14380E-001 0.10981E-001-0.62170E-002 0.19132E-001
    3337  0.14320E-001 0.96596E-002-0.60243E-002 0.18293E-001
    3338  0.14438E-001 0.94150E-002-0.56439E-002 0.18137E-001
    3339  0.14972E-001 0.12083E-001-0.62836E-002 0.20240E-001
    3340  0.14888E-001 0.10886E-001-0.60811E-002 0.19420E-001
    3341  0.14956E-001 0.10542E-001-0.57161E-002 0.19170E-001
    3342  0.15545E-001 0.13118E-001-0.63448E-002 0.21307E-001
    3343  0.15446E-001 0.12010E-001-0.61308E-002 0.20504E-001
    3344  0.15482E-001 0.11607E-001-0.57852E-002 0.20196E-001
    3345  0.16086E-001 0.14036E-001-0.64153E-002 0.22292E-001
    3346  0.15986E-001 0.12961E-001-0.61948E-002 0.21492E-001
    3347  0.16018E-001 0.12564E-001-0.58654E-002 0.21186E-001
    3348  0.16596E-001 0.14856E-001-0.65019E-002 0.23204E-001
    3349  0.16508E-001 0.13762E-001-0.62818E-002 0.22391E-001
