F,2,Fx,-21.673
F,583,Fx,-160.254
F,1453,Fx,-277.386
F,2317,Fx,571.431
F,3456,Fx,2113.258
F,4769,Fx,2347.772
F,6051,Fx,2316.898
F,7273,Fx,2363.797
F,8397,Fx,2415.535
F,9479,Fx,2455.316
F,10486,Fx,2506.817
F,11403,Fx,2477.517
F,12270,Fx,2424.883
F,13077,Fx,2384.288
F,13827,Fx,1925.138
F,14390,Fx,1440.101
F,14786,Fx,1174.948
F,15110,Fx,375.586


F,2,Fy,34.133
F,583,Fy,169.339
F,1453,Fy,199.872
F,2317,Fy,1431.211
F,3456,Fy,3632.547
F,4769,Fy,4560.633
F,6051,Fy,5240.012
F,7273,Fy,6151.083
F,8397,Fy,7185.294
F,9479,Fy,8469.11
F,10486,Fy,9944.11
F,11403,Fy,10915.975
F,12270,Fy,11741.399
F,13077,Fy,12689.522
F,13827,Fy,11223.266
F,14390,Fy,9130.996
F,14786,Fy,7833.893
F,15110,Fy,2603.325


F,2,Fz,-2.986
F,583,Fz,-14.815
F,1453,Fz,-17.487
F,2317,Fz,-125.215
F,3456,Fz,-317.807
F,4769,Fz,-399.004
F,6051,Fz,-458.442
F,7273,Fz,-538.15
F,8397,Fz,-628.632
F,9479,Fz,-740.951
F,10486,Fz,-869.997
F,11403,Fz,-955.024
F,12270,Fz,-1027.239
F,13077,Fz,-1110.189
F,13827,Fz,-981.909
F,14390,Fz,-798.859
F,14786,Fz,-685.377
F,15110,Fz,-227.761


F,134,Fx,-0.0
F,783,Fx,-0.0
F,1654,Fx,-0.0
F,2575,Fx,-0.0
F,3775,Fx,-0.0
F,5088,Fx,-0.0
F,6348,Fx,-0.0
F,7552,Fx,-0.0
F,8665,Fx,-0.0
F,9735,Fx,-0.0
F,10720,Fx,-0.0
F,11623,Fx,-0.0
F,12479,Fx,-0.0
F,13264,Fx,-0.0
F,13971,Fx,-0.0
F,14490,Fx,-0.0
F,14869,Fx,-0.0
F,15148,Fx,-0.0


F,134,Fy,29.117
F,783,Fy,132.247
F,1654,Fy,135.67
F,2575,Fy,687.556
F,3775,Fy,1954.339
F,5088,Fy,2613.5
F,6348,Fy,3231.621
F,7552,Fy,4140.08
F,8665,Fy,5063.313
F,9735,Fy,5901.937
F,10720,Fy,6796.343
F,11623,Fy,7217.909
F,12479,Fy,7497.201
F,13264,Fy,8075.526
F,13971,Fy,7112.56
F,14490,Fy,5771.277
F,14869,Fy,5016.544
F,15148,Fy,1570.945


F,134,Fz,-2.547
F,783,Fz,-11.57
F,1654,Fz,-11.87
F,2575,Fz,-60.153
F,3775,Fz,-170.982
F,5088,Fz,-228.652
F,6348,Fz,-282.73
F,7552,Fz,-362.21
F,8665,Fz,-442.982
F,9735,Fz,-516.353
F,10720,Fz,-594.603
F,11623,Fz,-631.485
F,12479,Fz,-655.92
F,13264,Fz,-706.517
F,13971,Fz,-622.268
F,14490,Fz,-504.921
F,14869,Fz,-438.891
F,15148,Fz,-137.44
