F,2,Fx,-24.627
F,583,Fx,-176.199
F,1453,Fx,-298.609
F,2317,Fx,475.572
F,3456,Fx,1893.979
F,4769,Fx,2080.081
F,6051,Fx,2012.223
F,7273,Fx,2006.355
F,8397,Fx,1994.814
F,9479,Fx,1951.863
F,10486,Fx,1906.926
F,11403,Fx,1809.608
F,12270,Fx,1695.219
F,13077,Fx,1583.804
F,13827,Fx,1204.95
F,14390,Fx,840.628
F,14786,Fx,629.309
F,15110,Fx,122.782


F,2,Fy,34.57
F,583,Fy,171.814
F,1453,Fy,203.463
F,2317,Fy,1465.815
F,3456,Fy,3729.882
F,4769,Fy,4701.63
F,6051,Fy,5424.777
F,7273,Fy,6385.297
F,8397,Fy,7461.876
F,9479,Fy,8783.749
F,10486,Fy,10280.157
F,11403,Fy,11218.311
F,12270,Fy,11972.565
F,13077,Fy,12825.288
F,13827,Fy,11243.725
F,14390,Fy,9065.607
F,14786,Fy,7625.236
F,15110,Fy,1559.061


F,2,Fz,1.512
F,583,Fz,7.516
F,1453,Fz,8.9
F,2317,Fz,64.121
F,3456,Fz,163.161
F,4769,Fz,205.67
F,6051,Fz,237.303
F,7273,Fz,279.321
F,8397,Fz,326.415
F,9479,Fz,384.239
F,10486,Fz,449.699
F,11403,Fz,490.738
F,12270,Fz,523.732
F,13077,Fz,561.034
F,13827,Fz,491.849
F,14390,Fz,396.569
F,14786,Fz,333.561
F,15110,Fz,68.2


F,134,Fx,-2.233
F,783,Fx,-10.156
F,1654,Fx,-10.45
F,2575,Fx,-53.365
F,3775,Fx,-151.947
F,5088,Fx,-203.845
F,6348,Fx,-252.831
F,7552,Fx,-324.278
F,8665,Fx,-396.559
F,9735,Fx,-461.866
F,10720,Fx,-530.891
F,11623,Fx,-562.05
F,12479,Fx,-581.028
F,13264,Fx,-622.304
F,13971,Fx,-544.987
F,14490,Fx,-439.667
F,14869,Fx,-377.675
F,15148,Fx,-82.671


F,134,Fy,29.476
F,783,Fy,134.045
F,1654,Fy,137.916
F,2575,Fy,704.322
F,3775,Fy,2005.437
F,5088,Fy,2690.407
F,6348,Fy,3336.939
F,7552,Fy,4279.912
F,8665,Fy,5233.905
F,9735,Fy,6095.839
F,10720,Fy,7006.858
F,11623,Fy,7418.093
F,12479,Fy,7668.577
F,13264,Fy,8213.346
F,13971,Fy,7192.9
F,14490,Fy,5802.852
F,14869,Fy,4984.659
F,15148,Fy,1091.114


F,134,Fz,1.289
F,783,Fz,5.864
F,1654,Fz,6.033
F,2575,Fz,30.81
F,3775,Fz,87.727
F,5088,Fz,117.69
F,6348,Fz,145.972
F,7552,Fz,187.222
F,8665,Fz,228.954
F,9735,Fz,266.658
F,10720,Fz,306.51
F,11623,Fz,324.5
F,12479,Fz,335.457
F,13264,Fz,359.287
F,13971,Fz,314.649
F,14490,Fz,253.842
F,14869,Fz,218.051
F,15148,Fz,47.73
