F,2,Fx,-24.416
F,583,Fx,-174.362
F,1453,Fx,-294.853
F,2317,Fx,460.735
F,3456,Fx,1811.895
F,4769,Fx,1938.578
F,6051,Fx,1832.831
F,7273,Fx,1790.195
F,8397,Fx,1743.952
F,9479,Fx,1667.353
F,10486,Fx,1588.382
F,11403,Fx,1469.112
F,12270,Fx,1340.121
F,13077,Fx,1215.832
F,13827,Fx,894.846
F,14390,Fx,602.522
F,14786,Fx,447.299
F,15110,Fx,115.578


F,2,Fy,34.254
F,583,Fy,169.877
F,1453,Fy,200.303
F,2317,Fy,1429.078
F,3456,Fy,3601.219
F,4769,Fy,4473.861
F,6051,Fy,5088.662
F,7273,Fy,5926.688
F,8397,Fy,6878.248
F,9479,Fy,8069.235
F,10486,Fy,9448.159
F,11403,Fy,10356.578
F,12270,Fy,11128.181
F,13077,Fy,12005.339
F,13827,Fy,10605.7
F,14390,Fy,8612.167
F,14786,Fy,7336.181
F,15110,Fy,2348.258


F,2,Fz,-1.498
F,583,Fz,-7.431
F,1453,Fz,-8.762
F,2317,Fz,-62.514
F,3456,Fz,-157.533
F,4769,Fz,-195.706
F,6051,Fz,-222.6
F,7273,Fz,-259.259
F,8397,Fz,-300.884
F,9479,Fz,-352.983
F,10486,Fz,-413.303
F,11403,Fz,-453.042
F,12270,Fz,-486.795
F,13077,Fz,-525.166
F,13827,Fz,-463.939
F,14390,Fz,-376.733
F,14786,Fz,-320.916
F,15110,Fz,-102.723


F,134,Fx,-2.213
F,783,Fx,-10.039
F,1654,Fx,-10.272
F,2575,Fx,-52.047
F,3775,Fx,-147.579
F,5088,Fx,-196.103
F,6348,Fx,-241.01
F,7552,Fx,-308.222
F,8665,Fx,-376.356
F,9735,Fx,-438.08
F,10720,Fx,-504.093
F,11623,Fx,-533.178
F,12479,Fx,-551.419
F,13264,Fx,-593.387
F,13971,Fx,-522.279
F,14490,Fx,-423.313
F,14869,Fx,-366.575
F,15148,Fx,-112.035


F,134,Fy,29.203
F,783,Fy,132.499
F,1654,Fy,135.57
F,2575,Fy,686.925
F,3775,Fy,1947.793
F,5088,Fy,2588.229
F,6348,Fy,3180.918
F,7552,Fy,4068.001
F,8665,Fy,4967.255
F,9735,Fy,5781.904
F,10720,Fy,6653.165
F,11623,Fy,7037.035
F,12479,Fy,7277.787
F,13264,Fy,7831.693
F,13971,Fy,6893.183
F,14490,Fy,5587.003
F,14869,Fy,4838.162
F,15148,Fy,1478.664


F,134,Fz,-1.277
F,783,Fz,-5.796
F,1654,Fz,-5.93
F,2575,Fz,-30.049
F,3775,Fz,-85.205
F,5088,Fz,-113.22
F,6348,Fz,-139.147
F,7552,Fz,-177.952
F,8665,Fz,-217.289
F,9735,Fz,-252.926
F,10720,Fz,-291.038
F,11623,Fz,-307.83
F,12479,Fz,-318.362
F,13264,Fz,-342.592
F,13971,Fz,-301.538
F,14490,Fz,-244.4
F,14869,Fz,-211.642
F,15148,Fz,-64.683
