F,2,Fx,-24.446
F,583,Fx,-174.654
F,1453,Fx,-295.532
F,2317,Fx,466.56
F,3456,Fx,1848.547
F,4769,Fx,2007.105
F,6051,Fx,1921.58
F,7273,Fx,1898.513
F,8397,Fx,1870.922
F,9479,Fx,1812.984
F,10486,Fx,1753.352
F,11403,Fx,1647.532
F,12270,Fx,1528.686
F,13077,Fx,1414.656
F,13827,Fx,1066.328
F,14390,Fx,738.675
F,14786,Fx,560.447
F,15110,Fx,149.972


F,2,Fy,34.332
F,583,Fy,170.416
F,1453,Fy,201.311
F,2317,Fy,1442.682
F,3456,Fy,3654.042
F,4769,Fy,4575.085
F,6051,Fy,5244.768
F,7273,Fy,6143.381
F,8397,Fy,7156.152
F,9479,Fy,8408.416
F,10486,Fy,9836.395
F,11403,Fy,10752.106
F,12270,Fy,11506.776
F,13077,Fy,12356.543
F,13827,Fy,10863.884
F,14390,Fy,8792.758
F,14786,Fy,7465.686
F,15110,Fy,2380.704


F,2,Fz,-1.502
F,583,Fz,-7.455
F,1453,Fz,-8.806
F,2317,Fz,-63.109
F,3456,Fz,-159.844
F,4769,Fz,-200.134
F,6051,Fz,-229.429
F,7273,Fz,-268.738
F,8397,Fz,-313.041
F,9479,Fz,-367.821
F,10486,Fz,-430.287
F,11403,Fz,-470.344
F,12270,Fz,-503.356
F,13077,Fz,-540.529
F,13827,Fz,-475.233
F,14390,Fz,-384.633
F,14786,Fz,-326.581
F,15110,Fz,-104.142


F,134,Fx,-2.218
F,783,Fx,-10.076
F,1654,Fx,-10.338
F,2575,Fx,-52.527
F,3775,Fx,-149.291
F,5088,Fx,-199.349
F,6348,Fx,-246.146
F,7552,Fx,-315.236
F,8665,Fx,-385.186
F,9735,Fx,-448.457
F,10720,Fx,-515.607
F,11623,Fx,-545.471
F,12479,Fx,-563.792
F,13264,Fx,-604.863
F,13971,Fx,-530.73
F,14490,Fx,-429.231
F,14869,Fx,-370.889
F,15148,Fx,-113.099


F,134,Fy,29.276
F,783,Fy,132.98
F,1654,Fy,136.439
F,2575,Fy,693.268
F,3775,Fy,1970.381
F,5088,Fy,2631.071
F,6348,Fy,3248.712
F,7552,Fy,4160.575
F,8665,Fy,5083.792
F,9735,Fy,5918.859
F,10720,Fy,6805.129
F,11623,Fy,7199.288
F,12479,Fy,7441.086
F,13264,Fy,7983.16
F,13971,Fy,7004.729
F,14490,Fy,5665.11
F,14869,Fy,4895.094
F,15148,Fy,1492.707


F,134,Fz,-1.281
F,783,Fz,-5.817
F,1654,Fz,-5.968
F,2575,Fz,-30.327
F,3775,Fz,-86.193
F,5088,Fz,-115.094
F,6348,Fz,-142.113
F,7552,Fz,-182.002
F,8665,Fz,-222.387
F,9735,Fz,-258.917
F,10720,Fz,-297.686
F,11623,Fz,-314.928
F,12479,Fz,-325.505
F,13264,Fz,-349.218
F,13971,Fz,-306.417
F,14490,Fz,-247.816
F,14869,Fz,-214.133
F,15148,Fz,-65.297
