NODE UX UY UZ USUM
4856 -0.19961E-001 0.72324E-001 0.10029E-001 0.75695E-001
4857 -0.10994E-001 0.89986E-001 -0.44629E-002 0.90765E-001
4858 -0.11965E-001 0.87881E-001 -0.32705E-002 0.88752E-001
4859 -0.12998E-001 0.85944E-001 -0.19298E-002 0.86943E-001
4860 -0.14051E-001 0.84177E-001 -0.47184E-003 0.85343E-001
4861 -0.15081E-001 0.82565E-001 0.10597E-002 0.83938E-001
4862 -0.16063E-001 0.81090E-001 0.26300E-002 0.82708E-001
4863 -0.16988E-001 0.79736E-001 0.42186E-002 0.81635E-001
4864 -0.17849E-001 0.78479E-001 0.57982E-002 0.80692E-001
4865 -0.18651E-001 0.77296E-001 0.73472E-002 0.79853E-001
4866 -0.19396E-001 0.76158E-001 0.88385E-002 0.79085E-001
4867 -0.20085E-001 0.75031E-001 0.10232E-001 0.78344E-001
4868 -0.11161E-001 0.92689E-001 -0.44182E-002 0.93463E-001
4869 -0.12127E-001 0.90589E-001 -0.32142E-002 0.91453E-001
4870 -0.13154E-001 0.88658E-001 -0.18593E-002 0.89648E-001
4871 -0.14200E-001 0.86899E-001 -0.38534E-003 0.88053E-001
4872 -0.15222E-001 0.85296E-001 0.11626E-002 0.86651E-001
4873 -0.16196E-001 0.83829E-001 0.27500E-002 0.85424E-001
4874 -0.17116E-001 0.82481E-001 0.43561E-002 0.84351E-001
4875 -0.17975E-001 0.81228E-001 0.59527E-002 0.83405E-001
4876 -0.18776E-001 0.80045E-001 0.75182E-002 0.82561E-001
4877 -0.19523E-001 0.78907E-001 0.90259E-002 0.81786E-001
4878 -0.20210E-001 0.77781E-001 0.10435E-001 0.81038E-001
4879 -0.11329E-001 0.95437E-001 -0.43707E-002 0.96207E-001
4880 -0.12291E-001 0.93340E-001 -0.31556E-002 0.94198E-001
4881 -0.13311E-001 0.91415E-001 -0.17869E-002 0.92396E-001
4882 -0.14349E-001 0.89664E-001 -0.29708E-003 0.90806E-001
4883 -0.15363E-001 0.88069E-001 0.12672E-002 0.89408E-001
4884 -0.16331E-001 0.86610E-001 0.28715E-002 0.88183E-001
4885 -0.17245E-001 0.85268E-001 0.44949E-002 0.87111E-001
4886 -0.18102E-001 0.84018E-001 0.61086E-002 0.86163E-001
4887 -0.18902E-001 0.82836E-001 0.76905E-002 0.85313E-001
4888 -0.19650E-001 0.81697E-001 0.92145E-002 0.84531E-001
4889 -0.20337E-001 0.80571E-001 0.10638E-001 0.83776E-001
4890 -0.11498E-001 0.98231E-001 -0.43205E-002 0.98996E-001
4891 -0.12455E-001 0.96134E-001 -0.30947E-002 0.96987E-001
4892 -0.13469E-001 0.94215E-001 -0.17124E-002 0.95188E-001
4893 -0.14500E-001 0.92472E-001 -0.20693E-003 0.93603E-001
4894 -0.15505E-001 0.90886E-001 0.13735E-002 0.92209E-001
4895 -0.16466E-001 0.89434E-001 0.29947E-002 0.90987E-001
4896 -0.17375E-001 0.88098E-001 0.46353E-002 0.89915E-001
4897 -0.18229E-001 0.86852E-001 0.62660E-002 0.88965E-001
4898 -0.19029E-001 0.85671E-001 0.78642E-002 0.88110E-001
4899 -0.19777E-001 0.84530E-001 0.94043E-002 0.87321E-001
4900 -0.20463E-001 0.83404E-001 0.10842E-001 0.86559E-001
4901 -0.11669E-001 0.10107 -0.42679E-002 0.10183
4902 -0.12621E-001 0.98971E-001 -0.30317E-002 0.99819E-001
4903 -0.13627E-001 0.97058E-001 -0.16358E-002 0.98024E-001
4904 -0.14650E-001 0.95324E-001 -0.11480E-003 0.96443E-001
4905 -0.15647E-001 0.93746E-001 0.14817E-002 0.95055E-001
4906 -0.16600E-001 0.92303E-001 0.31195E-002 0.93835E-001
4907 -0.17504E-001 0.90973E-001 0.47772E-002 0.92764E-001
4908 -0.18354E-001 0.89729E-001 0.64248E-002 0.91812E-001
4909 -0.19153E-001 0.88549E-001 0.80391E-002 0.90953E-001
4910 -0.19901E-001 0.87408E-001 0.95950E-002 0.90157E-001
4911 -0.20588E-001 0.86279E-001 0.11047E-001 0.89387E-001
4912 -0.11841E-001 0.10395 -0.42129E-002 0.10470
4913 -0.12787E-001 0.10185 -0.29663E-002 0.10269
4914 -0.13785E-001 0.99945E-001 -0.15570E-002 0.10090
4915 -0.14798E-001 0.98221E-001 -0.20575E-004 0.99329E-001
4916 -0.15786E-001 0.96652E-001 0.15918E-002 0.97946E-001
4917 -0.16732E-001 0.95216E-001 0.32460E-002 0.96730E-001
4918 -0.17631E-001 0.93892E-001 0.49206E-002 0.95660E-001
4919 -0.18478E-001 0.92652E-001 0.65846E-002 0.94706E-001
4920 -0.19274E-001 0.91473E-001 0.82147E-002 0.93841E-001
4921 -0.20022E-001 0.90330E-001 0.97861E-002 0.93039E-001
4922 -0.20711E-001 0.89197E-001 0.11252E-001 0.92259E-001
4923 -0.12015E-001 0.10687 -0.41557E-002 0.10762
4924 -0.12951E-001 0.10478 -0.28988E-002 0.10561
4925 -0.13940E-001 0.10288 -0.14760E-002 0.10383
4926 -0.14943E-001 0.10116 0.75819E-004 0.10226
4927 -0.15922E-001 0.99605E-001 0.17038E-002 0.10088
4928 -0.16862E-001 0.98177E-001 0.33741E-002 0.99671E-001
4929 -0.17756E-001 0.96857E-001 0.50651E-002 0.98602E-001
4930 -0.18599E-001 0.95620E-001 0.67453E-002 0.97646E-001
4931 -0.19393E-001 0.94441E-001 0.83907E-002 0.96776E-001
4932 -0.20141E-001 0.93297E-001 0.99773E-002 0.95966E-001
4933 -0.20834E-001 0.92158E-001 0.11457E-001 0.95176E-001
4934 -0.12187E-001 0.10983 -0.40966E-002 0.11058
4935 -0.13111E-001 0.10775 -0.28291E-002 0.10858
4936 -0.14088E-001 0.10586 -0.13926E-002 0.10681
4937 -0.15082E-001 0.10416 0.17443E-003 0.10525
4938 -0.16054E-001 0.10261 0.18177E-002 0.10387
4939 -0.16987E-001 0.10118 0.35037E-002 0.10266
4940 -0.17877E-001 0.99869E-001 0.52108E-002 0.10159
4941 -0.18717E-001 0.98634E-001 0.69066E-002 0.10063
4942 -0.19510E-001 0.97455E-001 0.85669E-002 0.99757E-001
4943 -0.20259E-001 0.96308E-001 0.10168E-001 0.98939E-001
4944 -0.20956E-001 0.95161E-001 0.11661E-001 0.98136E-001
4945 -0.12350E-001 0.11285 -0.40363E-002 0.11360
4946 -0.13261E-001 0.11078 -0.27570E-002 0.11160
4947 -0.14228E-001 0.10890 -0.13068E-002 0.10983
4948 -0.15214E-001 0.10721 0.27526E-003 0.10828
4949 -0.16180E-001 0.10566 0.19334E-002 0.10691
4950 -0.17109E-001 0.10424 0.36347E-002 0.10570
4951 -0.17995E-001 0.10293 0.53573E-002 0.10463
4952 -0.18834E-001 0.10169 0.70683E-002 0.10366
4953 -0.19626E-001 0.10051 0.87430E-002 0.10278
4954 -0.20376E-001 0.99361E-001 0.10359E-001 0.10196
4955 -0.21078E-001 0.98206E-001 0.11866E-001 0.10114
4956 -0.23257E-001 0.96466E-001 0.16985E-001 0.10067
4957 -0.22343E-001 0.99073E-001 0.14524E-001 0.10259
4958 -0.22730E-001 0.98118E-001 0.15484E-001 0.10190
4959 -0.23018E-001 0.97260E-001 0.16296E-001 0.10127
4960 -0.21595E-001 0.68742E-001 0.14440E-001 0.73487E-001
4961 -0.21768E-001 0.71330E-001 0.14699E-001 0.76012E-001
4962 -0.21939E-001 0.73959E-001 0.14956E-001 0.78580E-001
4963 -0.22108E-001 0.76626E-001 0.15213E-001 0.81189E-001
4964 -0.22276E-001 0.79333E-001 0.15469E-001 0.83840E-001
4965 -0.22443E-001 0.82082E-001 0.15724E-001 0.86535E-001
4966 -0.22609E-001 0.84873E-001 0.15978E-001 0.89274E-001
4967 -0.22773E-001 0.87706E-001 0.16230E-001 0.92057E-001
4968 -0.22936E-001 0.90582E-001 0.16482E-001 0.94883E-001
4969 -0.23098E-001 0.93498E-001 0.16732E-001 0.97752E-001
4970 -0.21056E-001 0.70228E-001 0.12246E-001 0.74332E-001
4971 -0.21329E-001 0.69478E-001 0.13090E-001 0.73848E-001
4972 -0.21468E-001 0.69034E-001 0.13824E-001 0.73605E-001
4973 -0.21149E-001 0.72988E-001 0.12479E-001 0.77008E-001
4974 -0.21434E-001 0.72252E-001 0.13336E-001 0.76535E-001
4975 -0.21611E-001 0.71739E-001 0.14078E-001 0.76235E-001
4976 -0.21247E-001 0.75785E-001 0.12706E-001 0.79726E-001
4977 -0.21542E-001 0.75058E-001 0.13575E-001 0.79259E-001
4978 -0.21754E-001 0.74479E-001 0.14326E-001 0.78902E-001
4979 -0.21358E-001 0.78601E-001 0.12932E-001 0.82471E-001
4980 -0.21663E-001 0.77870E-001 0.13812E-001 0.81998E-001
4981 -0.21901E-001 0.77235E-001 0.14572E-001 0.81592E-001
4982 -0.21481E-001 0.81436E-001 0.13158E-001 0.85243E-001
4983 -0.21798E-001 0.80688E-001 0.14049E-001 0.84753E-001
4984 -0.22054E-001 0.80006E-001 0.14818E-001 0.84303E-001
4985 -0.21614E-001 0.84294E-001 0.13384E-001 0.88044E-001
4986 -0.21942E-001 0.83522E-001 0.14287E-001 0.87530E-001
4987 -0.22211E-001 0.82800E-001 0.15064E-001 0.87041E-001
4988 -0.21754E-001 0.87179E-001 0.13611E-001 0.90877E-001
4989 -0.22094E-001 0.86376E-001 0.14524E-001 0.90332E-001
4990 -0.22371E-001 0.85622E-001 0.15309E-001 0.89811E-001
4991 -0.21899E-001 0.90095E-001 0.13837E-001 0.93745E-001
4992 -0.22252E-001 0.89255E-001 0.14761E-001 0.93164E-001
4993 -0.22534E-001 0.88473E-001 0.15554E-001 0.92613E-001
4994 -0.22049E-001 0.93043E-001 0.14064E-001 0.96649E-001
4995 -0.22414E-001 0.92163E-001 0.14999E-001 0.96028E-001
4996 -0.22697E-001 0.91356E-001 0.15799E-001 0.95450E-001
4997 -0.22200E-001 0.96031E-001 0.14292E-001 0.99594E-001
4998 -0.22577E-001 0.95108E-001 0.15239E-001 0.98932E-001
4999 -0.22861E-001 0.94277E-001 0.16045E-001 0.98327E-001
5000 -0.27164E-001 0.10717 0.13536E-001 0.11138
5001 -0.23316E-001 0.96082E-001 0.17503E-001 0.10041
5002 -0.23285E-001 0.96687E-001 0.17789E-001 0.10103
5003 -0.23351E-001 0.98060E-001 0.17810E-001 0.10236
5004 -0.23629E-001 0.99930E-001 0.17577E-001 0.10418
5005 -0.24172E-001 0.10201 0.17068E-001 0.10622
5006 -0.24981E-001 0.10405 0.16255E-001 0.10823
5007 -0.26008E-001 0.10582 0.15092E-001 0.11000
5008 -0.25941E-001 0.83081E-001 0.11987E-001 0.87859E-001
5009 -0.26103E-001 0.85298E-001 0.12144E-001 0.90025E-001
5010 -0.26256E-001 0.87561E-001 0.12300E-001 0.92237E-001
5011 -0.26397E-001 0.89864E-001 0.12456E-001 0.94485E-001
5012 -0.26528E-001 0.92208E-001 0.12612E-001 0.96773E-001
5013 -0.26650E-001 0.94592E-001 0.12769E-001 0.99100E-001
5014 -0.26763E-001 0.97016E-001 0.12924E-001 0.10147
5015 -0.26869E-001 0.99481E-001 0.13078E-001 0.10387
5016 -0.26965E-001 0.10199 0.13231E-001 0.10632
5017 -0.27057E-001 0.10454 0.13383E-001 0.10881
5018 -0.21574E-001 0.68891E-001 0.14907E-001 0.73713E-001
5019 -0.21479E-001 0.70052E-001 0.15222E-001 0.74836E-001
5020 -0.21552E-001 0.72010E-001 0.15284E-001 0.76705E-001
5021 -0.21889E-001 0.74461E-001 0.15136E-001 0.79074E-001
5022 -0.22546E-001 0.77076E-001 0.14760E-001 0.81651E-001
5023 -0.23505E-001 0.79539E-001 0.14133E-001 0.84135E-001
5024 -0.24679E-001 0.81586E-001 0.13222E-001 0.86256E-001
5025 -0.21751E-001 0.71420E-001 0.15169E-001 0.76185E-001
5026 -0.21667E-001 0.72545E-001 0.15483E-001 0.77279E-001
5027 -0.21745E-001 0.74443E-001 0.15541E-001 0.79096E-001
5028 -0.22080E-001 0.76816E-001 0.15385E-001 0.81393E-001
5029 -0.22723E-001 0.79350E-001 0.14996E-001 0.83890E-001
5030 -0.23661E-001 0.81748E-001 0.14351E-001 0.86304E-001
5031 -0.24820E-001 0.83772E-001 0.13414E-001 0.88396E-001
5032 -0.21931E-001 0.73968E-001 0.15431E-001 0.78678E-001
5033 -0.21854E-001 0.75050E-001 0.15741E-001 0.79737E-001
5034 -0.21934E-001 0.76896E-001 0.15797E-001 0.81509E-001
5035 -0.22264E-001 0.79201E-001 0.15633E-001 0.83743E-001
5036 -0.22893E-001 0.81666E-001 0.15231E-001 0.86171E-001
5037 -0.23814E-001 0.84014E-001 0.14567E-001 0.88530E-001
5038 -0.24964E-001 0.86023E-001 0.13604E-001 0.90599E-001
5039 -0.22111E-001 0.76553E-001 0.15693E-001 0.81213E-001
5040 -0.22039E-001 0.77582E-001 0.16000E-001 0.82223E-001
5041 -0.22119E-001 0.79376E-001 0.16052E-001 0.83949E-001
5042 -0.22443E-001 0.81621E-001 0.15879E-001 0.86127E-001
5043 -0.23060E-001 0.84028E-001 0.15464E-001 0.88496E-001
5044 -0.23965E-001 0.86334E-001 0.14781E-001 0.90809E-001
5045 -0.25105E-001 0.88325E-001 0.13793E-001 0.92854E-001
5046 -0.22289E-001 0.79190E-001 0.15954E-001 0.83800E-001
5047 -0.22223E-001 0.80159E-001 0.16259E-001 0.84756E-001
5048 -0.22301E-001 0.81897E-001 0.16306E-001 0.86431E-001
5049 -0.22619E-001 0.84085E-001 0.16125E-001 0.88555E-001
5050 -0.23224E-001 0.86440E-001 0.15697E-001 0.90871E-001
5051 -0.24114E-001 0.88706E-001 0.14995E-001 0.93140E-001
5052 -0.25242E-001 0.90676E-001 0.13980E-001 0.95156E-001
5053 -0.22464E-001 0.81882E-001 0.16215E-001 0.86443E-001
5054 -0.22405E-001 0.82790E-001 0.16517E-001 0.87344E-001
5055 -0.22482E-001 0.84468E-001 0.16560E-001 0.88963E-001
5056 -0.22792E-001 0.86600E-001 0.16370E-001 0.91033E-001
5057 -0.23386E-001 0.88903E-001 0.15928E-001 0.93298E-001
5058 -0.24262E-001 0.91130E-001 0.15207E-001 0.95523E-001
5059 -0.25375E-001 0.93074E-001 0.14167E-001 0.97505E-001
5060 -0.22638E-001 0.84629E-001 0.16475E-001 0.89140E-001
5061 -0.22585E-001 0.85476E-001 0.16774E-001 0.89987E-001
5062 -0.22660E-001 0.87091E-001 0.16812E-001 0.91548E-001
5063 -0.22964E-001 0.89165E-001 0.16613E-001 0.93562E-001
5064 -0.23547E-001 0.91419E-001 0.16158E-001 0.95776E-001
5065 -0.24407E-001 0.93605E-001 0.15418E-001 0.97955E-001
5066 -0.25504E-001 0.95518E-001 0.14353E-001 0.99900E-001
5067 -0.22809E-001 0.87427E-001 0.16734E-001 0.91890E-001
5068 -0.22763E-001 0.88214E-001 0.17029E-001 0.92681E-001
5069 -0.22836E-001 0.89765E-001 0.17063E-001 0.94183E-001
5070 -0.23134E-001 0.91782E-001 0.16855E-001 0.96141E-001
5071 -0.23705E-001 0.93987E-001 0.16387E-001 0.98305E-001
5072 -0.24551E-001 0.96130E-001 0.15628E-001 0.10044
5073 -0.25630E-001 0.98008E-001 0.14538E-001 0.10234
5074 -0.22980E-001 0.90270E-001 0.16991E-001 0.94686E-001
5075 -0.22939E-001 0.90996E-001 0.17282E-001 0.95421E-001
5076 -0.23011E-001 0.92484E-001 0.17313E-001 0.96863E-001
5077 -0.23301E-001 0.94447E-001 0.17097E-001 0.98770E-001
5078 -0.23862E-001 0.96607E-001 0.16615E-001 0.10089
5079 -0.24694E-001 0.98709E-001 0.15837E-001 0.10298
5080 -0.25752E-001 0.10055 0.14722E-001 0.10483
5081 -0.23149E-001 0.93155E-001 0.17247E-001 0.97525E-001
5082 -0.23113E-001 0.93817E-001 0.17535E-001 0.98201E-001
5083 -0.23182E-001 0.95246E-001 0.17562E-001 0.99588E-001
5084 -0.23466E-001 0.97162E-001 0.17337E-001 0.10145
5085 -0.24018E-001 0.99281E-001 0.16842E-001 0.10352
5086 -0.24838E-001 0.10135 0.16047E-001 0.10557
5087 -0.25877E-001 0.10315 0.14907E-001 0.10738
5088 -0.15404E-001 0.10136 0.97301E-002 0.10299
5089 -0.24763E-001 0.10501 0.11774E-001 0.10853
5090 -0.12050E-001 0.76052E-001 0.88376E-002 0.77506E-001
5091 -0.12396E-001 0.78393E-001 0.89334E-002 0.79868E-001
5092 -0.12747E-001 0.80776E-001 0.90252E-002 0.82272E-001
5093 -0.13080E-001 0.83194E-001 0.91194E-002 0.84709E-001
5094 -0.13419E-001 0.85658E-001 0.92107E-002 0.87190E-001
5095 -0.13756E-001 0.88164E-001 0.93029E-002 0.89715E-001
5096 -0.14087E-001 0.90715E-001 0.93919E-002 0.92281E-001
5097 -0.14426E-001 0.93312E-001 0.94817E-002 0.94896E-001
5098 -0.14747E-001 0.95950E-001 0.95664E-002 0.97547E-001
5099 -0.15073E-001 0.98630E-001 0.96519E-002 0.10024
5100 -0.22885E-001 0.80353E-001 0.10565E-001 0.84213E-001
5101 -0.23178E-001 0.82675E-001 0.10681E-001 0.86524E-001
5102 -0.23405E-001 0.85002E-001 0.10804E-001 0.88825E-001
5103 -0.23613E-001 0.87364E-001 0.10927E-001 0.91156E-001
5104 -0.23805E-001 0.89762E-001 0.11053E-001 0.93520E-001
5105 -0.23989E-001 0.92202E-001 0.11177E-001 0.95925E-001
5106 -0.24169E-001 0.94685E-001 0.11302E-001 0.98372E-001
5107 -0.24339E-001 0.97210E-001 0.11424E-001 0.10086
5108 -0.24503E-001 0.99778E-001 0.11545E-001 0.10339
5109 -0.24642E-001 0.10238 0.11660E-001 0.10595
5110 -0.11785E-002 0.10253 0.52801E-002 0.10268
5111 -0.48506E-002 0.10118 0.75520E-002 0.10157
5112 0.26015E-002 0.76949E-001 0.49965E-002 0.77154E-001
5113 0.22381E-002 0.79312E-001 0.50328E-002 0.79503E-001
5114 0.18560E-002 0.81715E-001 0.50651E-002 0.81893E-001
5115 0.14742E-002 0.84164E-001 0.50952E-002 0.84331E-001
5116 0.10879E-002 0.86656E-001 0.51228E-002 0.86814E-001
5117 0.70368E-003 0.89193E-001 0.51487E-002 0.89344E-001
5118 0.32155E-003 0.91774E-001 0.51736E-002 0.91920E-001
5119 -0.58847E-004 0.94398E-001 0.51984E-002 0.94541E-001
5120 -0.43572E-003 0.97067E-001 0.52233E-002 0.97208E-001
5121 -0.81472E-003 0.99777E-001 0.52505E-002 0.99918E-001
5122 -0.81870E-003 0.75739E-001 0.69546E-002 0.76062E-001
5123 -0.11337E-002 0.78104E-001 0.70316E-002 0.78428E-001
5124 -0.15347E-002 0.80499E-001 0.70947E-002 0.80825E-001
5125 -0.19283E-002 0.82936E-001 0.71597E-002 0.83267E-001
5126 -0.23454E-002 0.85413E-001 0.72170E-002 0.85749E-001
5127 -0.27577E-002 0.87934E-001 0.72758E-002 0.88278E-001
5128 -0.31649E-002 0.90501E-001 0.73296E-002 0.90853E-001
5129 -0.35808E-002 0.93110E-001 0.73865E-002 0.93471E-001
5130 -0.39770E-002 0.95765E-001 0.74388E-002 0.96136E-001
5131 -0.44009E-002 0.98460E-001 0.74971E-002 0.98843E-001
5132 -0.79009E-002 0.93521E-001 -0.75018E-002 0.94154E-001
5133 -0.25417E-002 0.10172 0.27999E-002 0.10179
5134 -0.39292E-002 0.10047 0.58865E-003 0.10055
5135 -0.52421E-002 0.98868E-001 -0.13499E-002 0.99016E-001
5136 -0.63847E-002 0.97079E-001 -0.30379E-002 0.97336E-001
5137 -0.72701E-002 0.95326E-001 -0.44926E-002 0.95709E-001
5138 -0.78278E-002 0.93897E-001 -0.57122E-002 0.94395E-001
5139 -0.80369E-002 0.93148E-001 -0.67152E-002 0.93735E-001
5140 -0.63812E-002 0.65486E-001 -0.65869E-002 0.66126E-001
5141 -0.65445E-002 0.68094E-001 -0.66887E-002 0.68734E-001
5142 -0.67057E-002 0.70744E-001 -0.67866E-002 0.71384E-001
5143 -0.68665E-002 0.73433E-001 -0.68827E-002 0.74074E-001
5144 -0.70259E-002 0.76163E-001 -0.69773E-002 0.76804E-001
5145 -0.71826E-002 0.78938E-001 -0.70702E-002 0.79579E-001
5146 -0.73355E-002 0.81759E-001 -0.71613E-002 0.82399E-001
5147 -0.74837E-002 0.84629E-001 -0.72504E-002 0.85268E-001
5148 -0.76266E-002 0.87548E-001 -0.73373E-002 0.88185E-001
5149 -0.77647E-002 0.90515E-001 -0.74216E-002 0.91150E-001
5150 0.63387E-003 0.75784E-001 0.28217E-002 0.75840E-001
5151 -0.13264E-002 0.74042E-001 0.85362E-003 0.74059E-001
5152 -0.31143E-002 0.71881E-001 -0.89737E-003 0.71954E-001
5153 -0.45739E-002 0.69602E-001 -0.24371E-002 0.69795E-001
5154 -0.56049E-002 0.67558E-001 -0.37701E-002 0.67895E-001
5155 -0.61793E-002 0.66076E-001 -0.48856E-002 0.66544E-001
5156 -0.63900E-002 0.65389E-001 -0.58228E-002 0.65958E-001
5157 0.28732E-003 0.78157E-001 0.28205E-002 0.78208E-001
5158 -0.16231E-002 0.76453E-001 0.82493E-003 0.76475E-001
5159 -0.33534E-002 0.74360E-001 -0.94587E-003 0.74442E-001
5160 -0.47681E-002 0.72153E-001 -0.25011E-002 0.72354E-001
5161 -0.57756E-002 0.70161E-001 -0.38462E-002 0.70503E-001
5162 -0.63493E-002 0.68693E-001 -0.49718E-002 0.69164E-001
5163 -0.65704E-002 0.67977E-001 -0.59184E-002 0.68550E-001
5164 -0.46178E-004 0.80586E-001 0.28194E-002 0.80635E-001
5165 -0.19068E-002 0.78923E-001 0.79680E-003 0.78951E-001
5166 -0.35858E-002 0.76889E-001 -0.99368E-003 0.76979E-001
5167 -0.49612E-002 0.74743E-001 -0.25636E-002 0.74951E-001
5168 -0.59506E-002 0.72790E-001 -0.39206E-002 0.73138E-001
5169 -0.65260E-002 0.71323E-001 -0.50572E-002 0.71799E-001
5170 -0.67516E-002 0.70587E-001 -0.60125E-002 0.71164E-001
5171 -0.37366E-003 0.83065E-001 0.28174E-002 0.83114E-001
5172 -0.21801E-002 0.81448E-001 0.76904E-003 0.81480E-001
5173 -0.38121E-002 0.79467E-001 -0.10410E-002 0.79565E-001
5174 -0.51549E-002 0.77370E-001 -0.26258E-002 0.77586E-001
5175 -0.61305E-002 0.75444E-001 -0.39950E-002 0.75798E-001
5176 -0.67063E-002 0.73975E-001 -0.51429E-002 0.74457E-001
5177 -0.69310E-002 0.73231E-001 -0.61060E-002 0.73811E-001
5178 -0.69419E-003 0.85594E-001 0.28151E-002 0.85643E-001
5179 -0.24448E-002 0.84023E-001 0.74183E-003 0.84062E-001
5180 -0.40324E-002 0.82094E-001 -0.10876E-002 0.82200E-001
5181 -0.53468E-002 0.80039E-001 -0.26876E-002 0.80262E-001
5182 -0.63106E-002 0.78134E-001 -0.40695E-002 0.78494E-001
5183 -0.68851E-002 0.76665E-001 -0.52284E-002 0.77151E-001
5184 -0.71058E-002 0.75921E-001 -0.61984E-002 0.76505E-001
5185 -0.10100E-002 0.88169E-001 0.28125E-002 0.88219E-001
5186 -0.27028E-002 0.86648E-001 0.71536E-003 0.86693E-001
5187 -0.42472E-002 0.84768E-001 -0.11333E-002 0.84882E-001
5188 -0.55350E-002 0.82752E-001 -0.27488E-002 0.82982E-001
5189 -0.64874E-002 0.80867E-001 -0.41434E-002 0.81232E-001
5190 -0.70594E-002 0.79401E-001 -0.53130E-002 0.79891E-001
5191 -0.72753E-002 0.78661E-001 -0.62893E-002 0.79247E-001
5192 -0.13225E-002 0.90789E-001 0.28101E-002 0.90842E-001
5193 -0.29568E-002 0.89318E-001 0.68956E-003 0.89370E-001
5194 -0.44575E-002 0.87489E-001 -0.11782E-002 0.87611E-001
5195 -0.57183E-002 0.85513E-001 -0.28092E-002 0.85750E-001
5196 -0.66590E-002 0.83649E-001 -0.42164E-002 0.84020E-001
5197 -0.72278E-002 0.82188E-001 -0.53964E-002 0.82682E-001
5198 -0.74392E-002 0.81452E-001 -0.63784E-002 0.82040E-001
5199 -0.16333E-002 0.93453E-001 0.28078E-002 0.93509E-001
5200 -0.32083E-002 0.92033E-001 0.66428E-003 0.92092E-001
5201 -0.46635E-002 0.90258E-001 -0.12224E-002 0.90387E-001
5202 -0.58956E-002 0.88325E-001 -0.28687E-002 0.88568E-001
5203 -0.68234E-002 0.86485E-001 -0.42884E-002 0.86860E-001
5204 -0.73895E-002 0.85029E-001 -0.54784E-002 0.85525E-001
5205 -0.75978E-002 0.84294E-001 -0.64658E-002 0.84883E-001
5206 -0.19436E-002 0.96160E-001 0.28060E-002 0.96220E-001
5207 -0.34571E-002 0.94793E-001 0.63908E-003 0.94858E-001
5208 -0.48637E-002 0.93076E-001 -0.12660E-002 0.93211E-001
5209 -0.60651E-002 0.91191E-001 -0.29271E-002 0.91439E-001
5210 -0.69789E-002 0.89378E-001 -0.43591E-002 0.89756E-001
5211 -0.75428E-002 0.87928E-001 -0.55591E-002 0.88426E-001
5212 -0.77503E-002 0.87190E-001 -0.65515E-002 0.87778E-001
5213 -0.22502E-002 0.98910E-001 0.28039E-002 0.98975E-001
5214 -0.36986E-002 0.97602E-001 0.61350E-003 0.97674E-001
5215 -0.50557E-002 0.95947E-001 -0.13089E-002 0.96089E-001
5216 -0.62259E-002 0.94112E-001 -0.29840E-002 0.94365E-001
5217 -0.71252E-002 0.92331E-001 -0.44277E-002 0.92711E-001
5218 -0.76868E-002 0.90889E-001 -0.56376E-002 0.91388E-001
5219 -0.78961E-002 0.90143E-001 -0.66352E-002 0.90731E-001
5220 -0.75836E-002 0.97453E-001 -0.90690E-002 0.98168E-001
5221 -0.77653E-002 0.94519E-001 -0.80438E-002 0.95178E-001
5222 -0.76918E-002 0.95463E-001 -0.84748E-002 0.96147E-001
5223 -0.76421E-002 0.96391E-001 -0.88126E-002 0.97094E-001
5224 -0.60939E-002 0.68199E-001 -0.82608E-002 0.68967E-001
5225 -0.62611E-002 0.70948E-001 -0.83512E-002 0.71711E-001
5226 -0.64237E-002 0.73737E-001 -0.84383E-002 0.74496E-001
5227 -0.65815E-002 0.76563E-001 -0.85236E-002 0.77316E-001
5228 -0.67349E-002 0.79424E-001 -0.86074E-002 0.80172E-001
5229 -0.68843E-002 0.82324E-001 -0.86898E-002 0.83067E-001
5230 -0.70303E-002 0.85265E-001 -0.87705E-002 0.86003E-001
5231 -0.71731E-002 0.88250E-001 -0.88493E-002 0.88982E-001
5232 -0.73129E-002 0.91279E-001 -0.89258E-002 0.92005E-001
5233 -0.74500E-002 0.94349E-001 -0.89994E-002 0.95070E-001
5234 -0.63720E-002 0.65788E-001 -0.71375E-002 0.66480E-001
5235 -0.62925E-002 0.66225E-001 -0.76068E-002 0.66957E-001
5236 -0.61794E-002 0.67040E-001 -0.79688E-002 0.67794E-001
5237 -0.65144E-002 0.68514E-001 -0.72385E-002 0.69203E-001
5238 -0.64403E-002 0.69025E-001 -0.77050E-002 0.69752E-001
5239 -0.63431E-002 0.69832E-001 -0.80633E-002 0.70582E-001
5240 -0.66556E-002 0.71276E-001 -0.73329E-002 0.71960E-001
5241 -0.65858E-002 0.71859E-001 -0.77944E-002 0.72580E-001
5242 -0.65027E-002 0.72660E-001 -0.81518E-002 0.73404E-001
5243 -0.68002E-002 0.74055E-001 -0.74256E-002 0.74736E-001
5244 -0.67318E-002 0.74700E-001 -0.78821E-002 0.75416E-001
5245 -0.66578E-002 0.75506E-001 -0.82385E-002 0.76245E-001
5246 -0.69469E-002 0.76854E-001 -0.75181E-002 0.77533E-001
5247 -0.68777E-002 0.77551E-001 -0.79701E-002 0.78263E-001
5248 -0.68086E-002 0.78373E-001 -0.83248E-002 0.79107E-001
