NODE UX UY UZ USUM
7752 -0.11577E-001 0.22585 -0.73783E-002 0.22627
7753 -0.11788E-001 0.24034 -0.72915E-002 0.24073
7754 -0.11717E-001 0.23544 -0.73292E-002 0.23584
7755 -0.11645E-001 0.23057 -0.73598E-002 0.23098
7756 -0.11682E-001 0.22805 -0.72838E-002 0.22847
7757 -0.11813E-001 0.23032 -0.70868E-002 0.23073
7758 -0.11969E-001 0.23269 -0.68124E-002 0.23310
7759 -0.12156E-001 0.23522 -0.64649E-002 0.23563
7760 -0.12367E-001 0.23774 -0.60636E-002 0.23814
7761 -0.12602E-001 0.24040 -0.56208E-002 0.24079
7762 -0.12855E-001 0.24309 -0.51440E-002 0.24349
7763 -0.11744E-001 0.23264 -0.72492E-002 0.23304
7764 -0.11874E-001 0.23479 -0.70384E-002 0.23520
7765 -0.12667E-001 0.24489 -0.55154E-002 0.24527
7766 -0.12920E-001 0.24766 -0.50253E-002 0.24805
7767 -0.12976E-001 0.25227 -0.49124E-002 0.25265
7768 -0.13026E-001 0.25705 -0.47955E-002 0.25742
7769 -0.13068E-001 0.26185 -0.46822E-002 0.26222
7770 -0.13106E-001 0.26671 -0.45576E-002 0.26707
7771 -0.13139E-001 0.27166 -0.44265E-002 0.27201
7772 -0.13166E-001 0.27669 -0.42887E-002 0.27704
7773 -0.13188E-001 0.28181 -0.41442E-002 0.28215
7774 -0.12943E-001 0.27902 -0.47761E-002 0.27936
7775 -0.12495E-001 0.27354 -0.59284E-002 0.27389
7776 -0.12316E-001 0.27096 -0.63974E-002 0.27132
7777 -0.12176E-001 0.26840 -0.67747E-002 0.26876
7778 -0.12128E-001 0.26307 -0.68511E-002 0.26344
7779 -0.12075E-001 0.25784 -0.69240E-002 0.25821
7780 -0.12015E-001 0.25267 -0.69958E-002 0.25305
7781 -0.11951E-001 0.24759 -0.70672E-002 0.24798
7782 -0.11882E-001 0.24252 -0.71372E-002 0.24292
7783 -0.11812E-001 0.23753 -0.71993E-002 0.23793
7784 -0.11937E-001 0.23944 -0.69782E-002 0.23984
7785 -0.12088E-001 0.24137 -0.66854E-002 0.24177
7786 -0.12277E-001 0.24385 -0.63099E-002 0.24424
7787 -0.12495E-001 0.24677 -0.58745E-002 0.24715
7788 -0.12725E-001 0.24951 -0.54142E-002 0.24989
7789 -0.12774E-001 0.25433 -0.53171E-002 0.25470
7790 -0.12804E-001 0.25894 -0.52460E-002 0.25931
7791 -0.12841E-001 0.26374 -0.51487E-002 0.26411
7792 -0.12875E-001 0.26867 -0.50403E-002 0.26903
7793 -0.12910E-001 0.27378 -0.49141E-002 0.27413
7794 -0.12672E-001 0.27095 -0.54965E-002 0.27130
7795 -0.12455E-001 0.26818 -0.60316E-002 0.26854
7796 -0.12271E-001 0.26557 -0.64895E-002 0.26593
7797 -0.12221E-001 0.26026 -0.65764E-002 0.26062
7798 -0.12165E-001 0.25503 -0.66635E-002 0.25540
7799 -0.12098E-001 0.24989 -0.67620E-002 0.25028
7800 -0.12016E-001 0.24464 -0.68806E-002 0.24503
7801 -0.12144E-001 0.24576 -0.66151E-002 0.24614
7802 -0.12337E-001 0.24842 -0.62194E-002 0.24880
7803 -0.12534E-001 0.25141 -0.58159E-002 0.25179
7804 -0.12553E-001 0.25587 -0.57869E-002 0.25624
7805 -0.12585E-001 0.26058 -0.57220E-002 0.26095
7806 -0.12631E-001 0.26572 -0.56112E-002 0.26607
7807 -0.12407E-001 0.26287 -0.61364E-002 0.26324
7808 -0.12356E-001 0.25757 -0.62347E-002 0.25794
7809 -0.12298E-001 0.25224 -0.63320E-002 0.25262
7810 -0.14209E-001 0.30402 -0.82646E-003 0.30435
7811 -0.13873E-001 0.29988 -0.19100E-002 0.30021
7812 -0.14036E-001 0.30193 -0.14077E-002 0.30225
7813 -0.13998E-001 0.25444 -0.29755E-002 0.25484
7814 -0.14069E-001 0.25908 -0.27835E-002 0.25948
7815 -0.14135E-001 0.26380 -0.25867E-002 0.26419
7816 -0.14196E-001 0.26858 -0.23850E-002 0.26897
7817 -0.14250E-001 0.27344 -0.21781E-002 0.27382
7818 -0.14298E-001 0.27837 -0.19656E-002 0.27874
7819 -0.14336E-001 0.28338 -0.17481E-002 0.28374
7820 -0.14364E-001 0.28846 -0.15238E-002 0.28882
7821 -0.14388E-001 0.29362 -0.12905E-002 0.29397
7822 -0.14305E-001 0.29885 -0.10791E-002 0.29919
7823 -0.13593E-001 0.25059 -0.37519E-002 0.25098
7824 -0.13792E-001 0.25252 -0.33699E-002 0.25292
7825 -0.13658E-001 0.25522 -0.35899E-002 0.25561
7826 -0.13858E-001 0.25716 -0.31961E-002 0.25755
7827 -0.13719E-001 0.25992 -0.34236E-002 0.26030
7828 -0.13920E-001 0.26186 -0.30179E-002 0.26225
7829 -0.13774E-001 0.26469 -0.32528E-002 0.26507
7830 -0.13976E-001 0.26664 -0.28352E-002 0.26702
7831 -0.13823E-001 0.26953 -0.30773E-002 0.26990
7832 -0.14026E-001 0.27149 -0.26476E-002 0.27187
7833 -0.13864E-001 0.27444 -0.28971E-002 0.27481
7834 -0.14068E-001 0.27641 -0.24551E-002 0.27678
7835 -0.13895E-001 0.27943 -0.27118E-002 0.27978
7836 -0.14101E-001 0.28141 -0.22574E-002 0.28177
7837 -0.13914E-001 0.28447 -0.25216E-002 0.28482
7838 -0.14123E-001 0.28647 -0.20547E-002 0.28683
7839 -0.13910E-001 0.28957 -0.23250E-002 0.28991
7840 -0.14122E-001 0.29160 -0.18518E-002 0.29195
7841 -0.13882E-001 0.29471 -0.21222E-002 0.29504
7842 -0.14069E-001 0.29676 -0.16346E-002 0.29710
7843 -0.14340E-001 0.36578 0.29329E-002 0.36607
7844 -0.15091E-001 0.31370 0.27443E-003 0.31406
7845 -0.14819E-001 0.31568 0.34642E-003 0.31603
7846 -0.14845E-001 0.32121 0.62826E-003 0.32156
7847 -0.14799E-001 0.32614 0.87672E-003 0.32648
7848 -0.14753E-001 0.33131 0.11403E-002 0.33164
7849 -0.14704E-001 0.33668 0.14169E-002 0.33701
7850 -0.14646E-001 0.34220 0.17021E-002 0.34251
7851 -0.14581E-001 0.34787 0.19966E-002 0.34818
7852 -0.14508E-001 0.35369 0.23000E-002 0.35399
7853 -0.14427E-001 0.35966 0.26122E-002 0.35996
7854 -0.14400E-001 0.36437 0.29307E-002 0.36467
7855 -0.15027E-001 0.30915 0.85694E-004 0.30951
7856 -0.14900E-001 0.31408 0.34927E-003 0.31444
7857 -0.14880E-001 0.31919 0.60313E-003 0.31954
7858 -0.14844E-001 0.32441 0.86594E-003 0.32475
7859 -0.14802E-001 0.32974 0.11376E-002 0.33007
7860 -0.14754E-001 0.33519 0.14169E-002 0.33552
7861 -0.14698E-001 0.34077 0.17044E-002 0.34109
7862 -0.14634E-001 0.34647 0.19999E-002 0.34679
7863 -0.14563E-001 0.35231 0.23031E-002 0.35262
7864 -0.14485E-001 0.35828 0.26135E-002 0.35859
7865 -0.14754E-001 0.35853 0.31896E-002 0.35885
7866 -0.14380E-001 0.36243 0.26953E-002 0.36272
7867 -0.14490E-001 0.36047 0.27641E-002 0.36077
7868 -0.15607E-001 0.30234 0.89378E-003 0.30274
7869 -0.15533E-001 0.30757 0.11054E-002 0.30797
7870 -0.15455E-001 0.31288 0.13236E-002 0.31327
7871 -0.15381E-001 0.31826 0.15454E-002 0.31864
7872 -0.15305E-001 0.32373 0.17705E-002 0.32409
7873 -0.15226E-001 0.32928 0.19991E-002 0.32964
7874 -0.15142E-001 0.33493 0.22312E-002 0.33528
7875 -0.15052E-001 0.34068 0.24669E-002 0.34103
7876 -0.14957E-001 0.34654 0.27057E-002 0.34687
7877 -0.14858E-001 0.35249 0.29469E-002 0.35282
7878 -0.15073E-001 0.30677 0.10451E-003 0.30714
7879 -0.15254E-001 0.30450 0.34745E-003 0.30489
7880 -0.14981E-001 0.31190 0.33500E-003 0.31226
7881 -0.15177E-001 0.30970 0.56905E-003 0.31008
7882 -0.14930E-001 0.31708 0.57802E-003 0.31743
7883 -0.15112E-001 0.31496 0.79506E-003 0.31532
7884 -0.14885E-001 0.32235 0.82211E-003 0.32269
7885 -0.15053E-001 0.32029 0.10255E-002 0.32065
7886 -0.14833E-001 0.32773 0.10716E-002 0.32806
7887 -0.14991E-001 0.32571 0.12601E-002 0.32606
7888 -0.14776E-001 0.33321 0.13272E-002 0.33354
7889 -0.14924E-001 0.33124 0.14993E-002 0.33158
7890 -0.14712E-001 0.33882 0.15890E-002 0.33914
7891 -0.14850E-001 0.33686 0.17432E-002 0.33720
7892 -0.14640E-001 0.34454 0.18570E-002 0.34486
7893 -0.14770E-001 0.34260 0.19918E-002 0.34293
7894 -0.14560E-001 0.35039 0.21311E-002 0.35070
7895 -0.14683E-001 0.34845 0.22451E-002 0.34877
7896 -0.14473E-001 0.35635 0.24108E-002 0.35665
7897 -0.14589E-001 0.35441 0.25026E-002 0.35472
7898 -0.22762E-001 0.33952 0.21982E-001 0.34099
7899 -0.15282E-001 0.35605 0.42430E-002 0.35640
7900 -0.15982E-001 0.35376 0.58402E-002 0.35417
7901 -0.16783E-001 0.35168 0.78460E-002 0.35217
7902 -0.17642E-001 0.34978 0.10159E-001 0.35037
7903 -0.18526E-001 0.34798 0.12621E-001 0.34870
7904 -0.19444E-001 0.34620 0.15129E-001 0.34708
7905 -0.20424E-001 0.34432 0.17578E-001 0.34537
7906 -0.21503E-001 0.34216 0.19871E-001 0.34341
7907 -0.24946E-001 0.28140 0.20625E-001 0.28326
7908 -0.24714E-001 0.28692 0.20766E-001 0.28873
7909 -0.24479E-001 0.29250 0.20907E-001 0.29427
7910 -0.24245E-001 0.29815 0.21046E-001 0.29988
7911 -0.24013E-001 0.30387 0.21183E-001 0.30555
7912 -0.23786E-001 0.30964 0.21318E-001 0.31128
7913 -0.23570E-001 0.31546 0.21450E-001 0.31707
7914 -0.23368E-001 0.32134 0.21580E-001 0.32291
7915 -0.23179E-001 0.32729 0.21709E-001 0.32882
7916 -0.22988E-001 0.33332 0.21841E-001 0.33483
7917 -0.16309E-001 0.29938 0.21966E-002 0.29983
7918 -0.17201E-001 0.29673 0.39705E-002 0.29725
7919 -0.18217E-001 0.29431 0.61176E-002 0.29494
7920 -0.19296E-001 0.29208 0.84997E-002 0.29284
7921 -0.20402E-001 0.28997 0.11004E-001 0.29090
7922 -0.21523E-001 0.28791 0.13544E-001 0.28903
7923 -0.22649E-001 0.28584 0.16028E-001 0.28719
7924 -0.23788E-001 0.28370 0.18409E-001 0.28529
7925 -0.16234E-001 0.30467 0.23916E-002 0.30511
7926 -0.17112E-001 0.30204 0.41518E-002 0.30256
7927 -0.18107E-001 0.29967 0.62877E-002 0.30028
7928 -0.19161E-001 0.29748 0.86640E-002 0.29822
7929 -0.20244E-001 0.29540 0.11164E-001 0.29630
7930 -0.21347E-001 0.29337 0.13700E-001 0.29446
7931 -0.22460E-001 0.29132 0.16180E-001 0.29263
7932 -0.23586E-001 0.28919 0.18554E-001 0.29074
7933 -0.16142E-001 0.31004 0.25892E-002 0.31048
7934 -0.17004E-001 0.30746 0.43345E-002 0.30796
7935 -0.17978E-001 0.30512 0.64587E-002 0.30572
7936 -0.19011E-001 0.30296 0.88296E-002 0.30368
7937 -0.20075E-001 0.30091 0.11326E-001 0.30179
7938 -0.21162E-001 0.29891 0.13859E-001 0.29997
7939 -0.22264E-001 0.29687 0.16336E-001 0.29815
7940 -0.23377E-001 0.29474 0.18701E-001 0.29626
7941 -0.16044E-001 0.31550 0.27890E-002 0.31592
7942 -0.16884E-001 0.31297 0.45184E-002 0.31346
7943 -0.17836E-001 0.31066 0.66305E-002 0.31124
7944 -0.18849E-001 0.30853 0.89960E-002 0.30924
7945 -0.19894E-001 0.30651 0.11490E-001 0.30737
7946 -0.20966E-001 0.30453 0.14020E-001 0.30557
7947 -0.22058E-001 0.30250 0.16493E-001 0.30375
7948 -0.23160E-001 0.30038 0.18850E-001 0.30186
7949 -0.15942E-001 0.32104 0.29910E-002 0.32145
7950 -0.16758E-001 0.31856 0.47038E-002 0.31903
7951 -0.17686E-001 0.31629 0.68030E-002 0.31686
7952 -0.18677E-001 0.31419 0.91629E-002 0.31488
7953 -0.19701E-001 0.31220 0.11654E-001 0.31304
7954 -0.20756E-001 0.31024 0.14182E-001 0.31126
7955 -0.21837E-001 0.30823 0.16652E-001 0.30945
7956 -0.22933E-001 0.30611 0.18999E-001 0.30755
7957 -0.15838E-001 0.32665 0.31953E-002 0.32705
7958 -0.16628E-001 0.32422 0.48907E-002 0.32469
7959 -0.17532E-001 0.32200 0.69762E-002 0.32255
7960 -0.18498E-001 0.31993 0.93298E-002 0.32060
7961 -0.19500E-001 0.31797 0.11817E-001 0.31879
7962 -0.20535E-001 0.31604 0.14344E-001 0.31703
7963 -0.21604E-001 0.31404 0.16811E-001 0.31523
7964 -0.22697E-001 0.31191 0.19147E-001 0.31332
7965 -0.15730E-001 0.33236 0.34022E-002 0.33275
7966 -0.16497E-001 0.32997 0.50791E-002 0.33042
7967 -0.17374E-001 0.32778 0.71498E-002 0.32832
7968 -0.18316E-001 0.32576 0.94963E-002 0.32641
7969 -0.19293E-001 0.32383 0.11980E-001 0.32462
7970 -0.20306E-001 0.32192 0.14504E-001 0.32289
7971 -0.21361E-001 0.31994 0.16967E-001 0.32110
7972 -0.22455E-001 0.31780 0.19293E-001 0.31917
7973 -0.15620E-001 0.33815 0.36112E-002 0.33853
7974 -0.16364E-001 0.33580 0.52687E-002 0.33624
7975 -0.17218E-001 0.33364 0.73236E-002 0.33417
7976 -0.18135E-001 0.33165 0.96620E-002 0.33229
7977 -0.19086E-001 0.32976 0.12140E-001 0.33053
7978 -0.20075E-001 0.32788 0.14661E-001 0.32882
7979 -0.21114E-001 0.32592 0.17121E-001 0.32705
7980 -0.22212E-001 0.32376 0.19436E-001 0.32510
7981 -0.15507E-001 0.34403 0.38220E-002 0.34440
7982 -0.16232E-001 0.34171 0.54591E-002 0.34214
7983 -0.17064E-001 0.33959 0.74974E-002 0.34010
7984 -0.17959E-001 0.33762 0.98271E-002 0.33824
7985 -0.18886E-001 0.33576 0.12300E-001 0.33652
7986 -0.19851E-001 0.33391 0.14816E-001 0.33483
7987 -0.20872E-001 0.33197 0.17272E-001 0.33307
7988 -0.21972E-001 0.32980 0.19577E-001 0.33111
7989 -0.15392E-001 0.35000 0.40332E-002 0.35037
7990 -0.16102E-001 0.34770 0.56496E-002 0.34812
7991 -0.16917E-001 0.34560 0.76713E-002 0.34610
7992 -0.17793E-001 0.34366 0.99921E-002 0.34427
7993 -0.18697E-001 0.34183 0.12459E-001 0.34257
7994 -0.19638E-001 0.34002 0.14971E-001 0.34091
7995 -0.20640E-001 0.33810 0.17423E-001 0.33918
7996 -0.21737E-001 0.33593 0.19720E-001 0.33720
7997 -0.25404E-001 0.33090 0.26898E-001 0.33297
7998 -0.23953E-001 0.33665 0.23542E-001 0.33832
7999 -0.24789E-001 0.33385 0.24890E-001 0.33569
8000 -0.25146E-001 0.33198 0.25994E-001 0.33395
8001 -0.27325E-001 0.27478 0.25259E-001 0.27729
8002 -0.27158E-001 0.28010 0.25403E-001 0.28256
8003 -0.26982E-001 0.28549 0.25550E-001 0.28789
8004 -0.26797E-001 0.29094 0.25700E-001 0.29330
8005 -0.26606E-001 0.29646 0.25853E-001 0.29877
8006 -0.26409E-001 0.30205 0.26010E-001 0.30432
8007 -0.26208E-001 0.30771 0.26169E-001 0.30993
8008 -0.26004E-001 0.31341 0.26330E-001 0.31559
8009 -0.25799E-001 0.31916 0.26494E-001 0.32130
8010 -0.25599E-001 0.32495 0.26670E-001 0.32705
8011 -0.25801E-001 0.27947 0.22102E-001 0.28153
8012 -0.26475E-001 0.27765 0.23404E-001 0.27989
8013 -0.26954E-001 0.27612 0.24489E-001 0.27851
8014 -0.25541E-001 0.28504 0.22249E-001 0.28705
8015 -0.26224E-001 0.28322 0.23551E-001 0.28541
8016 -0.26748E-001 0.28160 0.24631E-001 0.28394
8017 -0.25285E-001 0.29066 0.22391E-001 0.29261
8018 -0.25977E-001 0.28884 0.23693E-001 0.29097
8019 -0.26538E-001 0.28713 0.24770E-001 0.28941
8020 -0.25044E-001 0.29631 0.22531E-001 0.29822
8021 -0.25745E-001 0.29447 0.23833E-001 0.29655
8022 -0.26331E-001 0.29268 0.24910E-001 0.29492
8023 -0.24819E-001 0.30200 0.22669E-001 0.30386
8024 -0.25531E-001 0.30011 0.23972E-001 0.30215
8025 -0.26128E-001 0.29826 0.25050E-001 0.30045
8026 -0.24616E-001 0.30770 0.22805E-001 0.30952
8027 -0.25339E-001 0.30575 0.24108E-001 0.30774
8028 -0.25933E-001 0.30386 0.25191E-001 0.30601
8029 -0.24444E-001 0.31341 0.22936E-001 0.31519
8030 -0.25179E-001 0.31135 0.24241E-001 0.31331
8031 -0.25750E-001 0.30946 0.25332E-001 0.31156
8032 -0.24314E-001 0.31910 0.23065E-001 0.32086
8033 -0.25062E-001 0.31690 0.24372E-001 0.31882
8034 -0.25585E-001 0.31503 0.25471E-001 0.31709
8035 -0.24223E-001 0.32480 0.23199E-001 0.32653
8036 -0.24990E-001 0.32239 0.24508E-001 0.32428
8037 -0.25441E-001 0.32056 0.25615E-001 0.32259
8038 -0.24134E-001 0.33058 0.23350E-001 0.33228
8039 -0.24934E-001 0.32793 0.24670E-001 0.32980
8040 -0.25309E-001 0.32611 0.25777E-001 0.32811
8041 -0.26953E-001 0.32802 0.21305E-001 0.32981
8042 -0.25934E-001 0.32866 0.27691E-001 0.33084
8043 -0.26122E-001 0.32654 0.28017E-001 0.32878
8044 -0.26112E-001 0.32556 0.27895E-001 0.32779
8045 -0.26115E-001 0.32571 0.27245E-001 0.32789
8046 -0.26280E-001 0.32654 0.26025E-001 0.32863
8047 -0.26602E-001 0.32745 0.24160E-001 0.32942
8048 -0.28530E-001 0.27578 0.19008E-001 0.27790
8049 -0.28357E-001 0.28052 0.19212E-001 0.28260
8050 -0.28185E-001 0.28535 0.19426E-001 0.28740
8051 -0.28017E-001 0.29029 0.19647E-001 0.29230
8052 -0.27858E-001 0.29533 0.19875E-001 0.29731
8053 -0.27708E-001 0.30049 0.20107E-001 0.30243
8054 -0.27568E-001 0.30577 0.20345E-001 0.30768
8055 -0.27436E-001 0.31117 0.20584E-001 0.31305
8056 -0.27304E-001 0.31669 0.20824E-001 0.31854
8057 -0.27151E-001 0.32231 0.21064E-001 0.32414
8058 -0.27539E-001 0.27362 0.26014E-001 0.27623
8059 -0.27588E-001 0.27332 0.26193E-001 0.27595
8060 -0.27653E-001 0.27368 0.25800E-001 0.27628
8061 -0.27826E-001 0.27440 0.24895E-001 0.27693
8062 -0.28097E-001 0.27514 0.23510E-001 0.27757
8063 -0.28376E-001 0.27565 0.21611E-001 0.27795
8064 -0.27402E-001 0.27878 0.26161E-001 0.28134
8065 -0.27465E-001 0.27834 0.26355E-001 0.28093
8066 -0.27526E-001 0.27857 0.25986E-001 0.28113
8067 -0.27683E-001 0.27921 0.25105E-001 0.28170
8068 -0.27940E-001 0.27992 0.23733E-001 0.28231
8069 -0.28213E-001 0.28042 0.21836E-001 0.28268
8070 -0.27257E-001 0.28399 0.26314E-001 0.28651
8071 -0.27334E-001 0.28341 0.26522E-001 0.28596
8072 -0.27390E-001 0.28353 0.26178E-001 0.28605
8073 -0.27532E-001 0.28408 0.25319E-001 0.28654
8074 -0.27775E-001 0.28476 0.23962E-001 0.28711
8075 -0.28040E-001 0.28525 0.22069E-001 0.28747
8076 -0.27104E-001 0.28929 0.26472E-001 0.29176
8077 -0.27196E-001 0.28855 0.26695E-001 0.29106
8078 -0.27247E-001 0.28855 0.26375E-001 0.29103
8079 -0.27375E-001 0.28903 0.25539E-001 0.29145
8080 -0.27603E-001 0.28968 0.24198E-001 0.29200
8081 -0.27864E-001 0.29017 0.22310E-001 0.29236
8082 -0.26943E-001 0.29469 0.26635E-001 0.29712
8083 -0.27051E-001 0.29380 0.26872E-001 0.29626
8084 -0.27100E-001 0.29366 0.26577E-001 0.29610
8085 -0.27213E-001 0.29406 0.25764E-001 0.29644
8086 -0.27428E-001 0.29468 0.24440E-001 0.29696
8087 -0.27688E-001 0.29518 0.22557E-001 0.29733
8088 -0.26773E-001 0.30020 0.26801E-001 0.30258
8089 -0.26902E-001 0.29915 0.27054E-001 0.30157
8090 -0.26950E-001 0.29886 0.26783E-001 0.30127
8091 -0.27048E-001 0.29917 0.25995E-001 0.30152
8092 -0.27252E-001 0.29977 0.24688E-001 0.30202
8093 -0.27516E-001 0.30029 0.22812E-001 0.30241
8094 -0.26596E-001 0.30582 0.26969E-001 0.30815
8095 -0.26748E-001 0.30459 0.27237E-001 0.30698
8096 -0.26796E-001 0.30414 0.26993E-001 0.30651
8097 -0.26880E-001 0.30437 0.26230E-001 0.30667
8098 -0.27076E-001 0.30495 0.24943E-001 0.30717
8099 -0.27347E-001 0.30552 0.23072E-001 0.30760
8100 -0.26415E-001 0.31152 0.27138E-001 0.31381
8101 -0.26592E-001 0.31009 0.27421E-001 0.31244
8102 -0.26637E-001 0.30947 0.27204E-001 0.31180
8103 -0.26706E-001 0.30962 0.26470E-001 0.31189
8104 -0.26897E-001 0.31022 0.25202E-001 0.31240
8105 -0.27181E-001 0.31085 0.23337E-001 0.31291
8106 -0.26241E-001 0.31725 0.27308E-001 0.31950
8107 -0.26438E-001 0.31557 0.27604E-001 0.31788
8108 -0.26469E-001 0.31477 0.27417E-001 0.31707
8109 -0.26518E-001 0.31489 0.26714E-001 0.31714
8110 -0.26706E-001 0.31556 0.25466E-001 0.31771
8111 -0.27009E-001 0.31628 0.23606E-001 0.31831
8112 -0.26088E-001 0.32294 0.27485E-001 0.32515
8113 -0.26287E-001 0.32097 0.27793E-001 0.32324
8114 -0.26291E-001 0.32005 0.27640E-001 0.32232
8115 -0.26314E-001 0.32020 0.26966E-001 0.32241
8116 -0.26495E-001 0.32097 0.25737E-001 0.32309
8117 -0.26817E-001 0.32181 0.23879E-001 0.32381
8118 -0.19579E-001 0.32312 0.16147E-001 0.32412
8119 -0.25393E-001 0.32596 0.19055E-001 0.32751
8120 -0.19264E-001 0.26964 0.14552E-001 0.27072
8121 -0.19379E-001 0.27458 0.14703E-001 0.27565
8122 -0.19480E-001 0.27958 0.14856E-001 0.28066
8123 -0.19565E-001 0.28468 0.15011E-001 0.28575
8124 -0.19633E-001 0.28987 0.15169E-001 0.29093
8125 -0.19682E-001 0.29516 0.15329E-001 0.29621
8126 -0.19710E-001 0.30055 0.15490E-001 0.30159
8127 -0.19716E-001 0.30604 0.15653E-001 0.30707
8128 -0.19696E-001 0.31163 0.15817E-001 0.31266
8129 -0.19652E-001 0.31733 0.15981E-001 0.31834
8130 -0.26351E-001 0.27311 0.17032E-001 0.27491
8131 -0.26264E-001 0.27794 0.17217E-001 0.27971
8132 -0.26177E-001 0.28286 0.17407E-001 0.28461
8133 -0.26087E-001 0.28788 0.17604E-001 0.28959
8134 -0.26000E-001 0.29299 0.17806E-001 0.29468
8135 -0.25917E-001 0.29822 0.18012E-001 0.29988
8136 -0.25835E-001 0.30355 0.18220E-001 0.30520
8137 -0.25754E-001 0.30900 0.18430E-001 0.31062
8138 -0.25663E-001 0.31456 0.18639E-001 0.31615
8139 -0.25552E-001 0.32022 0.18848E-001 0.32179
8140 -0.13004E-001 0.32642 0.11122E-001 0.32686
8141 -0.11771E-001 0.27306 0.99901E-002 0.27350
8142 -0.11987E-001 0.27797 0.10105E-001 0.27842
8143 -0.12196E-001 0.28297 0.10216E-001 0.28341
8144 -0.12387E-001 0.28805 0.10323E-001 0.28850
8145 -0.12552E-001 0.29322 0.10430E-001 0.29368
8146 -0.12690E-001 0.29850 0.10538E-001 0.29895
8147 -0.12798E-001 0.30388 0.10648E-001 0.30434
8148 -0.12879E-001 0.30937 0.10760E-001 0.30982
8149 -0.12935E-001 0.31496 0.10877E-001 0.31541
8150 -0.12976E-001 0.32064 0.10997E-001 0.32109
8151 -0.12096E-001 0.32980 -0.54267E-002 0.33006
8152 -0.12443E-001 0.32715 0.72019E-002 0.32747
8153 -0.12321E-001 0.32748 0.39688E-002 0.32774
8154 -0.12440E-001 0.32740 0.12221E-002 0.32764
8155 -0.12611E-001 0.32714 -0.10907E-002 0.32739
8156 -0.12665E-001 0.32709 -0.29830E-002 0.32735
8157 -0.12497E-001 0.32777 -0.44364E-002 0.32804
8158 -0.12650E-001 0.27265 -0.53394E-002 0.27300
8159 -0.12654E-001 0.27797 -0.53440E-002 0.27831
8160 -0.12649E-001 0.28335 -0.53496E-002 0.28369
8161 -0.12634E-001 0.28882 -0.53554E-002 0.28914
8162 -0.12608E-001 0.29437 -0.53617E-002 0.29468
8163 -0.12569E-001 0.30000 -0.53685E-002 0.30031
8164 -0.12514E-001 0.30574 -0.53761E-002 0.30604
8165 -0.12442E-001 0.31158 -0.53849E-002 0.31187
8166 -0.12350E-001 0.31753 -0.53952E-002 0.31781
8167 -0.12235E-001 0.32360 -0.54086E-002 0.32388
8168 -0.11791E-001 0.27311 0.64370E-002 0.27344
8169 -0.12088E-001 0.27278 0.34622E-002 0.27307
8170 -0.12490E-001 0.27215 0.92163E-003 0.27243
8171 -0.12832E-001 0.27146 -0.12373E-002 0.27177
8172 -0.12992E-001 0.27107 -0.30113E-002 0.27140
8173 -0.12922E-001 0.27135 -0.43703E-002 0.27169
8174 -0.11924E-001 0.27812 0.65140E-002 0.27845
8175 -0.12168E-001 0.27787 0.35103E-002 0.27816
8176 -0.12534E-001 0.27731 0.94922E-003 0.27759
8177 -0.12856E-001 0.27668 -0.12235E-002 0.27698
8178 -0.13009E-001 0.27632 -0.30067E-002 0.27664
8179 -0.12937E-001 0.27661 -0.43731E-002 0.27695
8180 -0.12049E-001 0.28321 0.65885E-002 0.28354
8181 -0.12236E-001 0.28304 0.35590E-002 0.28333
8182 -0.12567E-001 0.28255 0.97771E-003 0.28283
8183 -0.12872E-001 0.28197 -0.12091E-002 0.28226
8184 -0.13020E-001 0.28163 -0.30028E-002 0.28195
8185 -0.12945E-001 0.28194 -0.43778E-002 0.28228
8186 -0.12160E-001 0.28838 0.66619E-002 0.28871
8187 -0.12292E-001 0.28830 0.36076E-002 0.28859
8188 -0.12591E-001 0.28787 0.10065E-002 0.28815
8189 -0.12880E-001 0.28733 -0.11951E-002 0.28762
8190 -0.13024E-001 0.28701 -0.30002E-002 0.28732
8191 -0.12944E-001 0.28735 -0.43838E-002 0.28767
8192 -0.12253E-001 0.29364 0.67347E-002 0.29397
8193 -0.12335E-001 0.29364 0.36563E-002 0.29392
8194 -0.12605E-001 0.29327 0.10354E-002 0.29354
8195 -0.12880E-001 0.29276 -0.11815E-002 0.29305
8196 -0.13017E-001 0.29247 -0.29984E-002 0.29277
8197 -0.12930E-001 0.29283 -0.43905E-002 0.29315
8198 -0.12327E-001 0.29899 0.68080E-002 0.29932
8199 -0.12366E-001 0.29906 0.37055E-002 0.29934
8200 -0.12608E-001 0.29875 0.10645E-002 0.29902
8201 -0.12870E-001 0.29827 -0.11680E-002 0.29855
8202 -0.12998E-001 0.29801 -0.29971E-002 0.29830
8203 -0.12903E-001 0.29840 -0.43978E-002 0.29871
8204 -0.12383E-001 0.30444 0.68824E-002 0.30477
8205 -0.12383E-001 0.30457 0.37554E-002 0.30485
8206 -0.12600E-001 0.30431 0.10940E-002 0.30457
8207 -0.12847E-001 0.30387 -0.11544E-002 0.30414
8208 -0.12966E-001 0.30363 -0.29958E-002 0.30392
8209 -0.12861E-001 0.30407 -0.44054E-002 0.30437
8210 -0.12421E-001 0.30998 0.69588E-002 0.31030
8211 -0.12387E-001 0.31017 0.38064E-002 0.31044
8212 -0.12581E-001 0.30995 0.11243E-002 0.31020
