F,2,Fx,-19.226
F,583,Fx,-148.62
F,1453,Fx,-264.501
F,2317,Fx,677.123
F,3456,Fx,2358.229
F,4769,Fx,2619.148
F,6051,Fx,2609.085
F,7273,Fx,2696.387
F,8397,Fx,2798.26
F,9479,Fx,2906.247
F,10486,Fx,3040.636
F,11403,Fx,3065.925
F,12270,Fx,3061.905
F,13077,Fx,3078.059
F,13827,Fx,2542.044
F,14390,Fx,1940.011
F,14786,Fx,1587.321
F,15110,Fx,480.432


F,2,Fy,34.254
F,583,Fy,169.877
F,1453,Fy,200.303
F,2317,Fy,1429.407
F,3456,Fy,3604.288
F,4769,Fy,4482.4
F,6051,Fy,5106.381
F,7273,Fy,5958.855
F,8397,Fy,6932.313
F,9479,Fy,8151.655
F,10486,Fy,9567.488
F,11403,Fy,10518.633
F,12270,Fy,11340.292
F,13077,Fy,12276.669
F,13827,Fy,10872.929
F,14390,Fy,8841.321
F,14786,Fy,7541.729
F,15110,Fy,2415.68


F,2,Fz,-1.498
F,583,Fz,-7.431
F,1453,Fz,-8.762
F,2317,Fz,-62.528
F,3456,Fz,-157.667
F,4769,Fz,-196.08
F,6051,Fz,-223.375
F,7273,Fz,-260.666
F,8397,Fz,-303.249
F,9479,Fz,-356.589
F,10486,Fz,-418.523
F,11403,Fz,-460.131
F,12270,Fz,-496.074
F,13077,Fz,-537.035
F,13827,Fz,-475.629
F,14390,Fz,-386.758
F,14786,Fz,-329.908
F,15110,Fz,-105.672


F,134,Fx,2.213
F,783,Fx,10.039
F,1654,Fx,10.272
F,2575,Fx,52.054
F,3775,Fx,147.654
F,5088,Fx,196.333
F,6348,Fx,241.519
F,7552,Fx,309.137
F,8665,Fx,377.882
F,9735,Fx,440.36
F,10720,Fx,507.333
F,11623,Fx,537.868
F,12479,Fx,557.873
F,13264,Fx,601.634
F,13971,Fx,530.397
F,14490,Fx,430.273
F,14869,Fx,372.839
F,15148,Fx,114.041


F,134,Fy,29.203
F,783,Fy,132.499
F,1654,Fy,135.57
F,2575,Fy,687.027
F,3775,Fy,1948.779
F,5088,Fy,2591.26
F,6348,Fy,3187.639
F,7552,Fy,4080.081
F,8665,Fy,4987.392
F,9735,Fy,5812.002
F,10720,Fy,6695.926
F,11623,Fy,7098.932
F,12479,Fy,7362.965
F,13264,Fy,7940.537
F,13971,Fy,7000.338
F,14490,Fy,5678.871
F,14869,Fy,4920.834
F,15148,Fy,1505.145


F,134,Fz,-1.277
F,783,Fz,-5.796
F,1654,Fz,-5.93
F,2575,Fz,-30.054
F,3775,Fz,-85.248
F,5088,Fz,-113.353
F,6348,Fz,-139.441
F,7552,Fz,-178.48
F,8665,Fz,-218.17
F,9735,Fz,-254.242
F,10720,Fz,-292.909
F,11623,Fz,-310.538
F,12479,Fz,-322.088
F,13264,Fz,-347.353
F,13971,Fz,-306.225
F,14490,Fz,-248.418
F,14869,Fz,-215.259
F,15148,Fz,-65.842
