F,2,Fx,-21.998
F,583,Fx,-163.129
F,1453,Fx,-283.193
F,2317,Fx,591.927
F,3456,Fx,2213.161
F,4769,Fx,2511.556
F,6051,Fx,2526.49
F,7273,Fx,2618.91
F,8397,Fx,2714.544
F,9479,Fx,2792.999
F,10486,Fx,2882.314
F,11403,Fx,2885.122
F,12270,Fx,2855.71
F,13077,Fx,2828.548
F,13827,Fx,2292.764
F,14390,Fx,1711.072
F,14786,Fx,1361.128
F,15110,Fx,346.534


F,2,Fy,34.608
F,583,Fy,172.13
F,1453,Fy,204.153
F,2317,Fy,1478.198
F,3456,Fy,3784.134
F,4769,Fy,4817.071
F,6051,Fy,5618.545
F,7273,Fy,6676.866
F,8397,Fy,7872.0
F,9479,Fy,9316.734
F,10486,Fy,10965.641
F,11403,Fy,12079.474
F,12270,Fy,13022.343
F,13077,Fy,14087.87
F,13827,Fy,12448.097
F,14390,Fy,10087.18
F,14786,Fy,8537.288
F,15110,Fy,2529.284


F,2,Fz,3.028
F,583,Fz,15.059
F,1453,Fz,17.861
F,2317,Fz,129.326
F,3456,Fz,331.069
F,4769,Fz,421.439
F,6051,Fz,491.559
F,7273,Fz,584.15
F,8397,Fz,688.711
F,9479,Fz,815.109
F,10486,Fz,959.369
F,11403,Fz,1056.817
F,12270,Fz,1139.307
F,13077,Fz,1232.529
F,13827,Fz,1089.067
F,14390,Fz,882.514
F,14786,Fz,746.916
F,15110,Fz,221.284


F,134,Fx,0.0
F,783,Fx,0.0
F,1654,Fx,0.0
F,2575,Fx,0.0
F,3775,Fx,0.0
F,5088,Fx,0.0
F,6348,Fx,0.0
F,7552,Fx,0.0
F,8665,Fx,0.0
F,9735,Fx,0.0
F,10720,Fx,0.0
F,11623,Fx,0.0
F,12479,Fx,0.0
F,13264,Fx,0.0
F,13971,Fx,0.0
F,14490,Fx,0.0
F,14869,Fx,0.0
F,15148,Fx,0.0


F,134,Fy,29.516
F,783,Fy,134.373
F,1654,Fy,138.607
F,2575,Fy,709.824
F,3775,Fy,2023.984
F,5088,Fy,2732.879
F,6348,Fy,3414.403
F,7552,Fy,4392.143
F,8665,Fy,5388.504
F,9735,Fy,6284.536
F,10720,Fy,7234.936
F,11623,Fy,7736.364
F,12479,Fy,8090.791
F,13264,Fy,8718.99
F,13971,Fy,7673.719
F,14490,Fy,6209.945
F,14869,Fy,5349.084
F,15148,Fy,1563.035


F,134,Fz,2.582
F,783,Fz,11.756
F,1654,Fz,12.127
F,2575,Fz,62.102
F,3775,Fz,177.076
F,5088,Fz,239.096
F,6348,Fz,298.722
F,7552,Fz,384.263
F,8665,Fz,471.433
F,9735,Fz,549.826
F,10720,Fz,632.975
F,11623,Fz,676.844
F,12479,Fz,707.852
F,13264,Fz,762.813
F,13971,Fz,671.363
F,14490,Fz,543.3
F,14869,Fz,467.984
F,15148,Fz,136.748
