-40	0.0719814
-39	0.0670946
-38	0.0625401
-37	0.0585563
-36	0.0545715
-35	0.0715681
-34	0.0672248
-33	0.0609499
-32	0.0539836
-31	0.0466901
-30	0.0392887
-29	0.0319611
-28	0.0250024
-27	0.018926
-26	0.0136103
-25	0.00862774
-24	0.00377095
-23	-0.00197909
-18	-0.0503961
-17	-0.0553176
-16	-0.0559392
-15	-0.0562567
-14	-0.0501245
-13	-0.0572732
-11	-0.076479
-10	-0.0891855
-9	-0.0991164
-7	-0.153818
-6	-0.15084
-5	-0.153217
-4	-0.153956
-3	-0.155249
-2	-0.157873
-1	-0.159956
0	-0.162109
1	-0.164157
2	-0.165476
3	-0.166422
4	-0.167498
5	-0.167976
6	-0.168159
7	-0.167734
8	-0.167727
9	-0.161493
10	-0.149397
11	-0.138663
12	-0.128962
13	-0.121145
14	-0.116412
15	-0.114114
16	-0.11358
17	-0.114142
18	-0.11633
19	-0.120713
20	-0.125267
21	-0.131695
22	-0.136801
23	-0.145051
24	-0.15558
25	-0.168384
26	-0.182847
27	-0.197915
28	-0.212705
29	-0.174462
30	-0.176154
31	-0.178098
32	-0.180372
33	-0.183015
34	-0.186022
35	-0.188992
36	-0.191976
37	-0.195111
38	-0.198343
39	-0.2016
40	-0.204731
