-180	0
-175	0.1379
-170	0.2778
-160	0.274
-155	0.3118
-150	0.3411
-145	0.3631
-140	0.3791
-135	0.3899
-130	0.3965
-125	0.3994
-120	0.3992
-115	0.3964
-110	0.3915
-105	0.3846
-100	0.3761
-95	0.3663
-90	0.3551
-85	0.3428
-80	0.3295
-75	0.3153
-70	0.3001
-65	0.2841
-60	0.2672
-55	0.2494
-50	0.2308
-45	0.2113
-40	0.1909
-35	0.1696
-30	0.1475
-25	0.1224
-24	0.1156
-23	0.1081
-22	0.1
-21	0.0914
-20	0.0823
-19	0.0728
-18	0.0631
-17	0.0531
-16	0.043
-15.25	0.0353
-14.24	0.024
-13.24	0.01
-12.22	-0.009
-11.22	-0.023
-10.19	-0.0336
-9.7	-0.0375
-9.18	-0.044
-8.18	-0.0578
-7.19	-0.059
-6.65	-0.0633
-6.13	-0.0674
-6	-0.0732
-5.5	-0.0766
-5	-0.0797
-4.5	-0.0825
-4	-0.0853
-3.5	-0.0884
-3	-0.0914
-2.5	-0.0942
-2	-0.0969
-1.5	-0.0994
-1	-0.1018
-0.5	-0.1041
0	-0.1062
0.5	-0.1086
1	-0.1107
1.5	-0.1129
2	-0.1149
2.5	-0.1168
3	-0.1185
3.5	-0.1201
4	-0.1218
4.5	-0.1233
5	-0.1248
5.5	-0.126
6	-0.127
6.5	-0.128
7	-0.1287
7.5	-0.1289
8	-0.127
9	-0.1207
9.5	-0.1158
10	-0.1116
10.5	-0.1073
11	-0.1029
11.5	-0.0983
12	-0.0949
12.5	-0.0921
13	-0.0899
13.5	-0.0885
14	-0.0885
14.5	-0.0902
15	-0.0928
15.5	-0.0963
16	-0.1006
16.5	-0.1042
17	-0.1084
17.5	-0.1125
18	-0.1169
18.5	-0.1215
19	-0.1263
19.5	-0.1313
20	-0.1352
20.5	-0.1406
21	-0.1462
22	-0.1516
23	-0.157
24	-0.1623
25	-0.1676
26	-0.1728
28	-0.1832
30	-0.1935
32	-0.2039
35	-0.2193
40	-0.244
45	-0.2672
50	-0.2891
55	-0.3097
60	-0.329
65	-0.3471
70	-0.3641
75	-0.3799
80	-0.3946
85	-0.4081
90	-0.4204
95	-0.4313
100	-0.4408
105	-0.4486
110	-0.4546
115	-0.4584
120	-0.4597
125	-0.4582
130	-0.4532
135	-0.4441
140	-0.4303
145	-0.4109
150	-0.3848
155	-0.3508
160	-0.3074
170	-0.2786
175	-0.138
180	0
