-180	0
-175	0.0934
-170	0.1697
-160	0.2813
-155	0.3208
-150	0.3516
-145	0.3752
-140	0.3926
-135	0.4048
-130	0.4126
-125	0.4166
-120	0.4176
-115	0.4158
-110	0.4117
-105	0.4057
-100	0.3979
-95	0.3887
-90	0.3781
-85	0.3663
-80	0.3534
-75	0.3394
-70	0.3244
-65	0.3084
-60	0.2914
-55	0.2733
-50	0.2543
-45	0.2342
-40	0.2129
-35	0.1906
-30	0.167
-25	0.1422
-24	0.1371
-23	0.132
-22	0.1268
-21	0.1215
-20	0.1162
-19	0.1097
-18	0.1012
-17	0.0907
-16	0.0784
-15	0.0646
-14	0.0494
-13	0.033
-12	0.0156
-11	-0.0026
-10	-0.0213
-8	-0.06
-6	-0.05
-5.5	-0.0516
-5	-0.0532
-4.5	-0.0538
-4	-0.0544
-3.5	-0.0554
-3	-0.0558
-2.5	-0.0555
-2	-0.0534
-1.5	-0.0442
-1	-0.0469
-0.5	-0.0522
0	-0.0573
0.5	-0.0644
1	-0.0718
1.5	-0.0783
2	-0.0835
2.5	-0.0866
3	-0.0887
3.5	-0.09
4	-0.0914
4.5	-0.0933
5	-0.0947
5.5	-0.0957
6	-0.0967
6.5	-0.0973
7	-0.0972
7.5	-0.0972
8	-0.0968
8.5	-0.0958
9	-0.0948
9.5	-0.0942
10	-0.0926
10.5	-0.0908
11	-0.089
11.5	-0.0877
12	-0.087
12.5	-0.087
13	-0.0876
13.5	-0.0886
14.5	-0.0917
15	-0.0939
15.5	-0.0966
16	-0.0996
16.5	-0.1031
17	-0.1069
17.5	-0.111
18	-0.1157
19	-0.1242
19.5	-0.1291
20.5	-0.1384
21	-0.1416
22	-0.1479
23	-0.1542
24	-0.1603
25	-0.1664
26	-0.1724
28	-0.1841
30	-0.1954
32	-0.2063
35	-0.222
40	-0.2468
45	-0.2701
50	-0.2921
55	-0.3127
60	-0.3321
65	-0.3502
70	-0.3672
75	-0.383
80	-0.3977
85	-0.4112
90	-0.4234
95	-0.4343
100	-0.4437
105	-0.4514
110	-0.4573
115	-0.461
120	-0.4623
125	-0.4606
130	-0.4554
135	-0.4462
140	-0.4323
145	-0.4127
150	-0.3863
155	-0.3521
160	-0.3085
170	-0.1858
175	-0.1022
180	0
