-180	0
-175	0.0937
-170	0.1702
-160	0.2819
-155	0.3213
-150	0.352
-145	0.3754
-140	0.3926
-135	0.4046
-130	0.4121
-125	0.416
-120	0.4167
-115	0.4146
-110	0.4104
-105	0.4041
-100	0.3961
-95	0.3867
-90	0.3759
-85	0.3639
-80	0.3508
-75	0.3367
-70	0.3216
-65	0.3054
-60	0.2884
-55	0.2703
-50	0.2512
-45	0.2311
-40	0.2099
-35	0.1876
-30	0.1641
-25	0.1396
-24	0.1345
-23	0.1294
-22	0.1243
-21	0.1191
-20	0.1139
-19	0.1086
-18	0.1032
-17	0.0975
-16	0.0898
-15	0.0799
-14	0.0682
-13	0.0547
-12	0.0397
-11	0.0234
-10	0.006
-5.54	-0.08
-5.04	-0.08
-4.54	-0.08
-4.04	-0.08
-3.54	-0.08
-3.04	-0.08
-3	-0.0623
-2.5	-0.0674
-2	-0.0712
-1.5	-0.0746
-1	-0.0778
-0.5	-0.0806
0	-0.0831
0.5	-0.0863
1	-0.0895
1.5	-0.0924
2	-0.0949
2.5	-0.0973
3	-0.0996
3.5	-0.1016
4	-0.1037
4.5	-0.1057
5	-0.1076
5.5	-0.1094
6	-0.1109
6.5	-0.1118
7	-0.1127
7.5	-0.1138
8	-0.1144
8.5	-0.1137
9	-0.1112
9.5	-0.11
10	-0.1086
10.5	-0.1064
11	-0.1044
11.5	-0.1013
12	-0.098
12.5	-0.0953
13	-0.0925
13.5	-0.0896
14	-0.0864
14.5	-0.084
15.5	-0.083
16	-0.0848
16.5	-0.088
17	-0.0926
17.5	-0.0984
18	-0.1052
19	-0.1158
19.5	-0.1213
20	-0.1248
21	-0.1317
22	-0.1385
23	-0.1452
24	-0.1518
25	-0.1583
26	-0.1647
28	-0.177
30	-0.1886
32	-0.1994
35	-0.2148
40	-0.2392
45	-0.2622
50	-0.2839
55	-0.3043
60	-0.3236
65	-0.3417
70	-0.3586
75	-0.3745
80	-0.3892
85	-0.4028
90	-0.4151
95	-0.4261
100	-0.4357
105	-0.4437
110	-0.4498
115	-0.4538
120	-0.4553
125	-0.454
130	-0.4492
135	-0.4405
140	-0.427
145	-0.4078
150	-0.3821
155	-0.3484
160	-0.3054
170	-0.1842
175	-0.1013
180	0
